Brand,Style,Colour,Size,Description,PLU,EAN,SKU,Comm Code,
ESTIMO,5690,BLACK,9XL,S/SKIN HODDED,0002982114,,,,
ESTIMO,5692,BLACK,XXXS,CRISS CROSS S/SKIN,0002994700,,,,
ESTIMO,5692,BLACK,XXS,CRISS CROSS S/SKIN,0002994701,,,,
ESTIMO,5692,BLACK,XS,CRISS CROSS S/SKIN,0002994702,,,,
ESTIMO,5692,BLACK,S,CRISS CROSS S/SKIN,0002994703,,,,
ESTIMO,5692,BLACK,M,CRISS CROSS S/SKIN,0002994704,,,,
ESTIMO,5692,BLACK,L,CRISS CROSS S/SKIN,0002994705,,,,
ESTIMO,5692,BLACK,XL,CRISS CROSS S/SKIN,0002994706,,,,
ESTIMO,5692,BLACK,2XL,CRISS CROSS S/SKIN,0002994707,,,,
ESTIMO,5692,BLACK,3XL,CRISS CROSS S/SKIN,0002994708,,,,
ESTIMO,5692,BLACK,4XL,CRISS CROSS S/SKIN,0002994709,,,,
ESTIMO,5692,BLACK,5XL,CRISS CROSS S/SKIN,0002994710,,,,
ESTIMO,5692,BLACK,6XL,CRISS CROSS S/SKIN,0002994711,,,,
ESTIMO,5692,BLACK,7XL,CRISS CROSS S/SKIN,0002994712,,,,
ESTIMO,5692,BLACK,8XL,CRISS CROSS S/SKIN,0002994713,,,,
ESTIMO,5692,BLACK,9XL,CRISS CROSS S/SKIN,0002994714,,,,
ESTIMO,5697,BLACK,XXXS,3/4 CRISS CROSS S/SKIN,0002997500,,,,
ESTIMO,5697,BLACK,XXS,3/4 CRISS CROSS S/SKIN,0002997501,,,,
ESTIMO,5697,BLACK,XS,3/4 CRISS CROSS S/SKIN,0002997502,,,,
ESTIMO,5697,BLACK,S,3/4 CRISS CROSS S/SKIN,0002997503,,,,
ESTIMO,5697,BLACK,M,3/4 CRISS CROSS S/SKIN,0002997504,,,,
ESTIMO,5697,BLACK,L,3/4 CRISS CROSS S/SKIN,0002997505,,,,
ESTIMO,5697,BLACK,XL,3/4 CRISS CROSS S/SKIN,0002997506,,,,
ESTIMO,5697,BLACK,2XL,3/4 CRISS CROSS S/SKIN,0002997507,,,,
ESTIMO,5697,BLACK,3XL,3/4 CRISS CROSS S/SKIN,0002997508,,,,
ESTIMO,5697,BLACK,4XL,3/4 CRISS CROSS S/SKIN,0002997509,,,,
ESTIMO,5697,BLACK,5XL,3/4 CRISS CROSS S/SKIN,0002997510,,,,
ESTIMO,5697,BLACK,6XL,3/4 CRISS CROSS S/SKIN,0002997511,,,,
ESTIMO,5697,BLACK,7XL,3/4 CRISS CROSS S/SKIN,0002997512,,,,
ESTIMO,5697,BLACK,8XL,3/4 CRISS CROSS S/SKIN,0002997513,,,,
ESTIMO,5697,BLACK,9XL,3/4 CRISS CROSS S/SKIN,0002997514,,,,
ESTIMO,5698,BROWN,XXXS,ZIP FLYER S/SKIN,0002979300,,,,
ESTIMO,5698,BROWN,XXS,ZIP FLYER S/SKIN,0002979301,,,,
ESTIMO,5698,BROWN,XS,ZIP FLYER S/SKIN,0002979302,,,,
ESTIMO,5698,BROWN,S,ZIP FLYER S/SKIN,0002979303,,,,
ESTIMO,5698,BROWN,M,ZIP FLYER S/SKIN,0002979304,,,,
ESTIMO,5698,BROWN,L,ZIP FLYER S/SKIN,0002979305,,,,
ESTIMO,5698,BROWN,XL,ZIP FLYER S/SKIN,0002979306,,,,
ESTIMO,5698,BROWN,2XL,ZIP FLYER S/SKIN,0002979307,,,,
ESTIMO,5698,BROWN,3XL,ZIP FLYER S/SKIN,0002979308,,,,
ESTIMO,5698,BROWN,4XL,ZIP FLYER S/SKIN,0002979309,,,,
ESTIMO,5698,BROWN,5XL,ZIP FLYER S/SKIN,0002979310,,,,
ESTIMO,5698,BROWN,6XL,ZIP FLYER S/SKIN,0002979311,,,,
ESTIMO,5698,BROWN,7XL,ZIP FLYER S/SKIN,0002979312,,,,
ESTIMO,5698,BROWN,8XL,ZIP FLYER S/SKIN,0002979313,,,,
ESTIMO,5698,BROWN,9XL,ZIP FLYER S/SKIN,0002979314,,,,
ESTIMO,5835,BLACK,XXXS,CRISS CROSS S/SKIN,0002998900,,,,
ESTIMO,5835,BLACK,XXS,CRISS CROSS S/SKIN,0002998901,,,,
ESTIMO,5835,BLACK,XS,CRISS CROSS S/SKIN,0002998902,,,,
ESTIMO,5835,BLACK,S,CRISS CROSS S/SKIN,0002998903,,,,
ESTIMO,5835,BLACK,M,CRISS CROSS S/SKIN,0002998904,,,,
ESTIMO,5835,BLACK,L,CRISS CROSS S/SKIN,0002998905,,,,
ESTIMO,5835,BLACK,XL,CRISS CROSS S/SKIN,0002998906,,,,
ESTIMO,5835,BLACK,2XL,CRISS CROSS S/SKIN,0002998907,,,,
ESTIMO,5835,BLACK,3XL,CRISS CROSS S/SKIN,0002998908,,,,
ESTIMO,5835,BLACK,4XL,CRISS CROSS S/SKIN,0002998909,,,,
ESTIMO,5835,BLACK,5XL,CRISS CROSS S/SKIN,0002998910,,,,
ESTIMO,5835,BLACK,6XL,CRISS CROSS S/SKIN,0002998911,,,,
ESTIMO,5835,BLACK,7XL,CRISS CROSS S/SKIN,0002998912,,,,
ESTIMO,5835,BLACK,8XL,CRISS CROSS S/SKIN,0002998913,,,,
ESTIMO,5835,BLACK,9XL,CRISS CROSS S/SKIN,0002998914,,,,
ESTIMO,5844,BLACK,XXXS,PATTERENED BIKER JACKET,0003266200,,,,
ESTIMO,5844,BLACK,XXS,PATTERENED BIKER JACKET,0003266201,,,,
ESTIMO,5844,BLACK,XS,PATTERENED BIKER JACKET,0003266202,,,,
ESTIMO,5844,BLACK,S,PATTERENED BIKER JACKET,0003266203,,,,
ESTIMO,5844,BLACK,M,PATTERENED BIKER JACKET,0003266204,,,,
ESTIMO,5844,BLACK,L,PATTERENED BIKER JACKET,0003266205,,,,
ESTIMO,5844,BLACK,XL,PATTERENED BIKER JACKET,0003266206,,,,
ESTIMO,5844,BLACK,2XL,PATTERENED BIKER JACKET,0003266207,,,,
ESTIMO,5844,BLACK,3XL,PATTERENED BIKER JACKET,0003266208,,,,
ESTIMO,5844,BLACK,4XL,PATTERENED BIKER JACKET,0003266209,,,,
ESTIMO,5844,BLACK,5XL,PATTERENED BIKER JACKET,0003266210,,,,
ESTIMO,5844,BLACK,6XL,PATTERENED BIKER JACKET,0003266211,,,,
ESTIMO,5844,BLACK,7XL,PATTERENED BIKER JACKET,0003266212,,,,
ESTIMO,5844,BLACK,8XL,PATTERENED BIKER JACKET,0003266213,,,,
ESTIMO,5844,BLACK,9XL,PATTERENED BIKER JACKET,0003266214,,,,
ESTIMO,7461,BEIGE,6,REX RABBIT FUR,0002730200,,,,
ESTIMO,7461,BEIGE,8,REX RABBIT FUR,0002730201,,,,
ESTIMO,7461,BEIGE,10,REX RABBIT FUR,0002730202,,,,
ESTIMO,7461,BEIGE,12,REX RABBIT FUR,0002730203,,,,
ESTIMO,7461,BEIGE,14,REX RABBIT FUR,0002730204,,,,
ESTIMO,7461,BEIGE,16,REX RABBIT FUR,0002730205,,,,
ESTIMO,7461,BEIGE,18,REX RABBIT FUR,0002730206,,,,
ESTIMO,7461,BEIGE,20,REX RABBIT FUR,0002730207,,,,
ESTIMO,7461,BEIGE,22,REX RABBIT FUR,0002730208,,,,
ESTIMO,7461,BEIGE,24,REX RABBIT FUR,0002730209,,,,
ESTIMO,7461,BEIGE,26,REX RABBIT FUR,0002730210,,,,
ESTIMO,7461,BEIGE,28,REX RABBIT FUR,0002730211,,,,
ESTIMO,7461,BROWN,6,REX RABBIT FUR,0002729000,,,,
ESTIMO,7461,BROWN,8,REX RABBIT FUR,0002729001,,,,
ESTIMO,7461,BROWN,10,REX RABBIT FUR,0002729002,,,,
ESTIMO,7461,BROWN,12,REX RABBIT FUR,0002729003,,,,
ESTIMO,7461,BROWN,14,REX RABBIT FUR,0002729004,,,,
ESTIMO,7461,BROWN,16,REX RABBIT FUR,0002729005,,,,
ESTIMO,7461,BROWN,18,REX RABBIT FUR,0002729006,,,,
ESTIMO,7461,BROWN,20,REX RABBIT FUR,0002729007,,,,
ESTIMO,7461,BROWN,22,REX RABBIT FUR,0002729008,,,,
ESTIMO,7461,BROWN,24,REX RABBIT FUR,0002729009,,,,
ESTIMO,7461,BROWN,26,REX RABBIT FUR,0002729010,,,,
ESTIMO,7461,BROWN,28,REX RABBIT FUR,0002729011,,,,
ESTIMO,7486 KISA,DARK BROWN,6,REX RABBIT FUR/RAKCOON,0002726600,,,,
ESTIMO,7486 KISA,DARK BROWN,8,REX RABBIT FUR/RAKCOON,0002726601,,,,
ESTIMO,7486 KISA,DARK BROWN,10,REX RABBIT FUR/RAKCOON,0002726602,,,,
ESTIMO,7486 KISA,DARK BROWN,12,REX RABBIT FUR/RAKCOON,0002726603,,,,
ESTIMO,7486 KISA,DARK BROWN,14,REX RABBIT FUR/RAKCOON,0002726604,,,,
ESTIMO,7486 KISA,DARK BROWN,16,REX RABBIT FUR/RAKCOON,0002726605,,,,
ESTIMO,7486 KISA,DARK BROWN,18,REX RABBIT FUR/RAKCOON,0002726606,,,,
ESTIMO,7486 KISA,DARK BROWN,20,REX RABBIT FUR/RAKCOON,0002726607,,,,
ESTIMO,7486 KISA,DARK BROWN,22,REX RABBIT FUR/RAKCOON,0002726608,,,,
ESTIMO,7486 KISA,DARK BROWN,24,REX RABBIT FUR/RAKCOON,0002726609,,,,
ESTIMO,7486 KISA,DARK BROWN,26,REX RABBIT FUR/RAKCOON,0002726610,,,,
ESTIMO,7486 KISA,DARK BROWN,28,REX RABBIT FUR/RAKCOON,0002726611,,,,
ESTIMO,7602 F,BLK/RED,6,short parker fox fur,0002762800,,,,
ESTIMO,7602 F,BLK/RED,8,short parker fox fur,0002762801,,,,
ESTIMO,7602 F,BLK/RED,10,short parker fox fur,0002762802,,,,
ESTIMO,7602 F,BLK/RED,12,short parker fox fur,0002762803,,,,
ESTIMO,7602 F,BLK/RED,14,short parker fox fur,0002762804,,,,
ESTIMO,7602 F,BLK/RED,16,short parker fox fur,0002762805,,,,
ESTIMO,7602 F,BLK/RED,18,short parker fox fur,0002762806,,,,
ESTIMO,7602 F,BLK/RED,20,short parker fox fur,0002762807,,,,
ESTIMO,7602 F,BLK/RED,22,short parker fox fur,0002762808,,,,
ESTIMO,7602 F,BLK/RED,24,short parker fox fur,0002762809,,,,
ESTIMO,7602 F,BLK/RED,26,short parker fox fur,0002762810,,,,
ESTIMO,7602 F,BLK/RED,28,short parker fox fur,0002762811,,,,
ESTIMO,7602 F,RED/WHITE,6,short parker fox fur,0002764000,,,,
ESTIMO,7602 F,RED/WHITE,8,short parker fox fur,0002764001,,,,
ESTIMO,7602 F,RED/WHITE,10,short parker fox fur,0002764002,,,,
ESTIMO,7602 F,RED/WHITE,12,short parker fox fur,0002764003,,,,
ESTIMO,7602 F,RED/WHITE,14,short parker fox fur,0002764004,,,,
ESTIMO,7602 F,RED/WHITE,16,short parker fox fur,0002764005,,,,
ESTIMO,7602 F,RED/WHITE,18,short parker fox fur,0002764006,,,,
ESTIMO,7602 F,RED/WHITE,20,short parker fox fur,0002764007,,,,
ESTIMO,7602 F,RED/WHITE,22,short parker fox fur,0002764008,,,,
ESTIMO,7602 F,RED/WHITE,24,short parker fox fur,0002764009,,,,
ESTIMO,7602 F,RED/WHITE,26,short parker fox fur,0002764010,,,,
ESTIMO,7602 F,RED/WHITE,28,short parker fox fur,0002764011,,,,
ESTIMO,7629,DARK BROWN,XXXS,biker style,0003712100,,,,
ESTIMO,7629,DARK BROWN,XXS,biker style,0003712101,,,,
ESTIMO,7629,DARK BROWN,XS,biker style,0003712102,,,,
ESTIMO,7629,DARK BROWN,S,biker style,0003712103,,,,
ESTIMO,7629,DARK BROWN,M,biker style,0003712104,,,,
ESTIMO,7629,DARK BROWN,L,biker style,0003712105,,,,
ESTIMO,7629,DARK BROWN,XL,biker style,0003712106,,,,
ESTIMO,7629,DARK BROWN,2XL,biker style,0003712107,,,,
ESTIMO,7629,DARK BROWN,3XL,biker style,0003712108,,,,
ESTIMO,7629,DARK BROWN,4XL,biker style,0003712109,,,,
ESTIMO,7629,DARK BROWN,5XL,biker style,0003712110,,,,
ESTIMO,7629,DARK BROWN,6XL,biker style,0003712111,,,,
ESTIMO,7629,DARK BROWN,7XL,biker style,0003712112,,,,
ESTIMO,7629,DARK BROWN,8XL,biker style,0003712113,,,,
ESTIMO,7629,DARK BROWN,9XL,biker style,0003712114,,,,
ESTIMO,7629,TAN,XXXS,biker style,0003710600,,,,
ESTIMO,7629,TAN,XXS,biker style,0003710601,,,,
ESTIMO,7629,TAN,XS,biker style,0003710602,,,,
ESTIMO,7629,TAN,S,biker style,0003710603,,,,
ESTIMO,7629,TAN,M,biker style,0003710604,,,,
ESTIMO,7629,TAN,L,biker style,0003710605,,,,
ESTIMO,7629,TAN,XL,biker style,0003710606,,,,
ESTIMO,7629,TAN,2XL,biker style,0003710607,,,,
ESTIMO,7629,TAN,3XL,biker style,0003710608,,,,
ESTIMO,7629,TAN,4XL,biker style,0003710609,,,,
ESTIMO,7629,TAN,5XL,biker style,0003710610,,,,
ESTIMO,7629,TAN,6XL,biker style,0003710611,,,,
ESTIMO,7629,TAN,7XL,biker style,0003710612,,,,
ESTIMO,7629,TAN,8XL,biker style,0003710613,,,,
ESTIMO,7629,TAN,9XL,biker style,0003710614,,,,
ESTIMO,8014,BLACK,XXXS,GRAFFITI S/SKIN,0002990500,,,,
ESTIMO,8014,BLACK,XXS,GRAFFITI S/SKIN,0002990501,,,,
ESTIMO,8014,BLACK,XS,GRAFFITI S/SKIN,0002990502,,,,
ESTIMO,8014,BLACK,S,GRAFFITI S/SKIN,0002990503,,,,
ESTIMO,8014,BLACK,M,GRAFFITI S/SKIN,0002990504,,,,
ESTIMO,8014,BLACK,L,GRAFFITI S/SKIN,0002990505,,,,
ESTIMO,8014,BLACK,XL,GRAFFITI S/SKIN,0002990506,,,,
ESTIMO,8014,BLACK,2XL,GRAFFITI S/SKIN,0002990507,,,,
ESTIMO,8014,BLACK,3XL,GRAFFITI S/SKIN,0002990508,,,,
ESTIMO,8014,BLACK,4XL,GRAFFITI S/SKIN,0002990509,,,,
ESTIMO,8014,BLACK,5XL,GRAFFITI S/SKIN,0002990510,,,,
ESTIMO,8014,BLACK,6XL,GRAFFITI S/SKIN,0002990511,,,,
ESTIMO,8014,BLACK,7XL,GRAFFITI S/SKIN,0002990512,,,,
ESTIMO,8014,BLACK,8XL,GRAFFITI S/SKIN,0002990513,,,,
ESTIMO,8014,BLACK,9XL,GRAFFITI S/SKIN,0002990514,,,,
ESTIMO,8085 F,KHAKI/BLK,6,short parker fox fur,0002765200,,,,
ESTIMO,8085 F,KHAKI/BLK,8,short parker fox fur,0002765201,,,,
ESTIMO,8085 F,KHAKI/BLK,10,short parker fox fur,0002765202,,,,
ESTIMO,8085 F,KHAKI/BLK,12,short parker fox fur,0002765203,,,,
ESTIMO,8085 F,KHAKI/BLK,14,short parker fox fur,0002765204,,,,
ESTIMO,8085 F,KHAKI/BLK,16,short parker fox fur,0002765205,,,,
ESTIMO,8085 F,KHAKI/BLK,18,short parker fox fur,0002765206,,,,
ESTIMO,8085 F,KHAKI/BLK,20,short parker fox fur,0002765207,,,,
ESTIMO,8085 F,KHAKI/BLK,22,short parker fox fur,0002765208,,,,
ESTIMO,8085 F,KHAKI/BLK,24,short parker fox fur,0002765209,,,,
ESTIMO,8085 F,KHAKI/BLK,26,short parker fox fur,0002765210,,,,
ESTIMO,8085 F,KHAKI/BLK,28,short parker fox fur,0002765211,,,,
ESTIMO,8085 FL,BLACK,6,medium length leather arms parker/fox fur,0002767600,,,,
ESTIMO,8085 FL,BLACK,8,medium length leather arms parker/fox fur,0002767601,,,,
ESTIMO,8085 FL,BLACK,10,medium length leather arms parker/fox fur,0002767602,,,,
ESTIMO,8085 FL,BLACK,12,medium length leather arms parker/fox fur,0002767603,,,,
ESTIMO,8085 FL,BLACK,14,medium length leather arms parker/fox fur,0002767604,,,,
ESTIMO,8085 FL,BLACK,16,medium length leather arms parker/fox fur,0002767605,,,,
ESTIMO,8085 FL,BLACK,18,medium length leather arms parker/fox fur,0002767606,,,,
ESTIMO,8085 FL,BLACK,20,medium length leather arms parker/fox fur,0002767607,,,,
ESTIMO,8085 FL,BLACK,22,medium length leather arms parker/fox fur,0002767608,,,,
ESTIMO,8085 FL,BLACK,24,medium length leather arms parker/fox fur,0002767609,,,,
ESTIMO,8085 FL,BLACK,26,medium length leather arms parker/fox fur,0002767610,,,,
ESTIMO,8085 FL,BLACK,28,medium length leather arms parker/fox fur,0002767611,,,,
ESTIMO,9034-T4,BLACK,6,CHANEL GOLD STUD JACKET,0003259000,,,,
ESTIMO,9034-T4,BLACK,8,CHANEL GOLD STUD JACKET,0003259001,,,,
ESTIMO,9034-T4,BLACK,10,CHANEL GOLD STUD JACKET,0003259002,,,,
ESTIMO,9034-T4,BLACK,12,CHANEL GOLD STUD JACKET,0003259003,,,,
ESTIMO,9034-T4,BLACK,14,CHANEL GOLD STUD JACKET,0003259004,,,,
ESTIMO,9034-T4,BLACK,16,CHANEL GOLD STUD JACKET,0003259005,,,,
ESTIMO,9034-T4,BLACK,18,CHANEL GOLD STUD JACKET,0003259006,,,,
ESTIMO,9034-T4,BLACK,20,CHANEL GOLD STUD JACKET,0003259007,,,,
ESTIMO,9034-T4,BLACK,22,CHANEL GOLD STUD JACKET,0003259008,,,,
ESTIMO,9034-T4,BLACK,24,CHANEL GOLD STUD JACKET,0003259009,,,,
ESTIMO,9034-T4,BLACK,26,CHANEL GOLD STUD JACKET,0003259010,,,,
ESTIMO,9034-T4,BLACK,28,CHANEL GOLD STUD JACKET,0003259011,,,,
ESTIMO,9702 AF,BLUE/WHITE,6,army parker fox fur,0002753200,,,,
ESTIMO,9702 AF,BLUE/WHITE,8,army parker fox fur,0002753201,,,,
ESTIMO,9702 AF,BLUE/WHITE,10,army parker fox fur,0002753202,,,,
ESTIMO,9702 AF,BLUE/WHITE,12,army parker fox fur,0002753203,,,,
ESTIMO,9702 AF,BLUE/WHITE,14,army parker fox fur,0002753204,,,,
ESTIMO,9702 AF,BLUE/WHITE,16,army parker fox fur,0002753205,,,,
ESTIMO,9702 AF,BLUE/WHITE,18,army parker fox fur,0002753206,,,,
ESTIMO,9702 AF,BLUE/WHITE,20,army parker fox fur,0002753207,,,,
ESTIMO,9702 AF,BLUE/WHITE,22,army parker fox fur,0002753208,,,,
ESTIMO,9702 AF,BLUE/WHITE,24,army parker fox fur,0002753209,,,,
ESTIMO,9702 AF,BLUE/WHITE,26,army parker fox fur,0002753210,,,,
ESTIMO,9702 AF,BLUE/WHITE,28,army parker fox fur,0002753211,,,,
ESTIMO,9702 AF,KHAKI/BEIGE,6,army parker fox fur,0002755600,,,,
ESTIMO,9702 AF,KHAKI/BEIGE,8,army parker fox fur,0002755601,,,,
ESTIMO,9702 AF,KHAKI/BEIGE,10,army parker fox fur,0002755602,,,,
ESTIMO,9702 AF,KHAKI/BEIGE,12,army parker fox fur,0002755603,,,,
ESTIMO,9702 AF,KHAKI/BEIGE,14,army parker fox fur,0002755604,,,,
ESTIMO,9702 AF,KHAKI/BEIGE,16,army parker fox fur,0002755605,,,,
ESTIMO,9702 AF,KHAKI/BEIGE,18,army parker fox fur,0002755606,,,,
ESTIMO,9702 AF,KHAKI/BEIGE,20,army parker fox fur,0002755607,,,,
ESTIMO,9702 AF,KHAKI/BEIGE,22,army parker fox fur,0002755608,,,,
ESTIMO,9702 AF,KHAKI/BEIGE,24,army parker fox fur,0002755609,,,,
ESTIMO,9702 AF,KHAKI/BEIGE,26,army parker fox fur,0002755610,,,,
ESTIMO,9702 AF,KHAKI/BEIGE,28,army parker fox fur,0002755611,,,,
ESTIMO,9702 AR,KHAKI GREEN/BROWN,6,army parker rackoon,0002752000,,,,
ESTIMO,9702 AR,KHAKI GREEN/BROWN,8,army parker rackoon,0002752001,,,,
ESTIMO,9702 AR,KHAKI GREEN/BROWN,10,army parker rackoon,0002752002,,,,
ESTIMO,9702 AR,KHAKI GREEN/BROWN,12,army parker rackoon,0002752003,,,,
ESTIMO,9702 AR,KHAKI GREEN/BROWN,14,army parker rackoon,0002752004,,,,
ESTIMO,9702 AR,KHAKI GREEN/BROWN,16,army parker rackoon,0002752005,,,,
ESTIMO,9702 AR,KHAKI GREEN/BROWN,18,army parker rackoon,0002752006,,,,
ESTIMO,9702 AR,KHAKI GREEN/BROWN,20,army parker rackoon,0002752007,,,,
ESTIMO,9702 AR,KHAKI GREEN/BROWN,22,army parker rackoon,0002752008,,,,
ESTIMO,9702 AR,KHAKI GREEN/BROWN,24,army parker rackoon,0002752009,,,,
ESTIMO,9702 AR,KHAKI GREEN/BROWN,26,army parker rackoon,0002752010,,,,
ESTIMO,9702 AR,KHAKI GREEN/BROWN,28,army parker rackoon,0002752011,,,,
ESTIMO,9702 F,BLACK/BLK,6,parker fox fur,0002756800,,,,
ESTIMO,9702 F,BLACK/BLK,8,parker fox fur,0002756801,,,,
ESTIMO,9702 F,BLACK/BLK,10,parker fox fur,0002756802,,,,
ESTIMO,9702 F,BLACK/BLK,12,parker fox fur,0002756803,,,,
ESTIMO,9702 F,BLACK/BLK,14,parker fox fur,0002756804,,,,
ESTIMO,9702 F,BLACK/BLK,16,parker fox fur,0002756805,,,,
ESTIMO,9702 F,BLACK/BLK,18,parker fox fur,0002756806,,,,
ESTIMO,9702 F,BLACK/BLK,20,parker fox fur,0002756807,,,,
ESTIMO,9702 F,BLACK/BLK,22,parker fox fur,0002756808,,,,
ESTIMO,9702 F,BLACK/BLK,24,parker fox fur,0002756809,,,,
ESTIMO,9702 F,BLACK/BLK,26,parker fox fur,0002756810,,,,
ESTIMO,9702 F,BLACK/BLK,28,parker fox fur,0002756811,,,,
ESTIMO,9702 F,BLACK/WHITE,6,parker fox fur,0002759200,,,,
ESTIMO,9702 F,BLACK/WHITE,8,parker fox fur,0002759201,,,,
ESTIMO,9702 F,BLACK/WHITE,10,parker fox fur,0002759202,,,,
ESTIMO,9702 F,BLACK/WHITE,12,parker fox fur,0002759203,,,,
ESTIMO,9702 F,BLACK/WHITE,14,parker fox fur,0002759204,,,,
ESTIMO,9702 F,BLACK/WHITE,16,parker fox fur,0002759205,,,,
ESTIMO,9702 F,BLACK/WHITE,18,parker fox fur,0002759206,,,,
ESTIMO,9702 F,BLACK/WHITE,20,parker fox fur,0002759207,,,,
ESTIMO,9702 F,BLACK/WHITE,22,parker fox fur,0002759208,,,,
ESTIMO,9702 F,BLACK/WHITE,24,parker fox fur,0002759209,,,,
ESTIMO,9702 F,BLACK/WHITE,26,parker fox fur,0002759210,,,,
ESTIMO,9702 F,BLACK/WHITE,28,parker fox fur,0002759211,,,,
ESTIMO,9702 F,BLUE/WHITE,6,parker fox fur,0002758000,,,,
ESTIMO,9702 F,BLUE/WHITE,8,parker fox fur,0002758001,,,,
ESTIMO,9702 F,BLUE/WHITE,10,parker fox fur,0002758002,,,,
ESTIMO,9702 F,BLUE/WHITE,12,parker fox fur,0002758003,,,,
ESTIMO,9702 F,BLUE/WHITE,14,parker fox fur,0002758004,,,,
ESTIMO,9702 F,BLUE/WHITE,16,parker fox fur,0002758005,,,,
ESTIMO,9702 F,BLUE/WHITE,18,parker fox fur,0002758006,,,,
ESTIMO,9702 F,BLUE/WHITE,20,parker fox fur,0002758007,,,,
ESTIMO,9702 F,BLUE/WHITE,22,parker fox fur,0002758008,,,,
ESTIMO,9702 F,BLUE/WHITE,24,parker fox fur,0002758009,,,,
ESTIMO,9702 F,BLUE/WHITE,26,parker fox fur,0002758010,,,,
ESTIMO,9702 F,BLUE/WHITE,28,parker fox fur,0002758011,,,,
ESTIMO,9702 F,KHAKI/BEIGE,6,parker fox fur,0002760400,,,,
ESTIMO,9702 F,KHAKI/BEIGE,8,parker fox fur,0002760401,,,,
ESTIMO,9702 F,KHAKI/BEIGE,10,parker fox fur,0002760402,,,,
ESTIMO,9702 F,KHAKI/BEIGE,12,parker fox fur,0002760403,,,,
ESTIMO,9702 F,KHAKI/BEIGE,14,parker fox fur,0002760404,,,,
ESTIMO,9702 F,KHAKI/BEIGE,16,parker fox fur,0002760405,,,,
ESTIMO,9702 F,KHAKI/BEIGE,18,parker fox fur,0002760406,,,,
ESTIMO,9702 F,KHAKI/BEIGE,20,parker fox fur,0002760407,,,,
ESTIMO,9702 F,KHAKI/BEIGE,22,parker fox fur,0002760408,,,,
ESTIMO,9702 F,KHAKI/BEIGE,24,parker fox fur,0002760409,,,,
ESTIMO,9702 F,KHAKI/BEIGE,26,parker fox fur,0002760410,,,,
ESTIMO,9702 F,KHAKI/BEIGE,28,parker fox fur,0002760411,,,,
ESTIMO,9702 R,BLUE/BROWN,6,parker/rackoon fur,0002750800,,,,
ESTIMO,9702 R,BLUE/BROWN,8,parker/rackoon fur,0002750801,,,,
ESTIMO,9702 R,BLUE/BROWN,10,parker/rackoon fur,0002750802,,,,
ESTIMO,9702 R,BLUE/BROWN,12,parker/rackoon fur,0002750803,,,,
ESTIMO,9702 R,BLUE/BROWN,14,parker/rackoon fur,0002750804,,,,
ESTIMO,9702 R,BLUE/BROWN,16,parker/rackoon fur,0002750805,,,,
ESTIMO,9702 R,BLUE/BROWN,18,parker/rackoon fur,0002750806,,,,
ESTIMO,9702 R,BLUE/BROWN,20,parker/rackoon fur,0002750807,,,,
ESTIMO,9702 R,BLUE/BROWN,22,parker/rackoon fur,0002750808,,,,
ESTIMO,9702 R,BLUE/BROWN,24,parker/rackoon fur,0002750809,,,,
ESTIMO,9702 R,BLUE/BROWN,26,parker/rackoon fur,0002750810,,,,
ESTIMO,9702 R,BLUE/BROWN,28,parker/rackoon fur,0002750811,,,,
ESTIMO,9702 R,KHAKI GREEN/BROWN,6,parker/rackoon fur,0002761600,,,,
ESTIMO,9702 R,KHAKI GREEN/BROWN,8,parker/rackoon fur,0002761601,,,,
ESTIMO,9702 R,KHAKI GREEN/BROWN,10,parker/rackoon fur,0002761602,,,,
ESTIMO,9702 R,KHAKI GREEN/BROWN,12,parker/rackoon fur,0002761603,,,,
ESTIMO,9702 R,KHAKI GREEN/BROWN,14,parker/rackoon fur,0002761604,,,,
ESTIMO,9702 R,KHAKI GREEN/BROWN,16,parker/rackoon fur,0002761605,,,,
ESTIMO,9702 R,KHAKI GREEN/BROWN,18,parker/rackoon fur,0002761606,,,,
ESTIMO,9702 R,KHAKI GREEN/BROWN,20,parker/rackoon fur,0002761607,,,,
ESTIMO,9702 R,KHAKI GREEN/BROWN,22,parker/rackoon fur,0002761608,,,,
ESTIMO,9702 R,KHAKI GREEN/BROWN,24,parker/rackoon fur,0002761609,,,,
ESTIMO,9702 R,KHAKI GREEN/BROWN,26,parker/rackoon fur,0002761610,,,,
ESTIMO,9702 R,KHAKI GREEN/BROWN,28,parker/rackoon fur,0002761611,,,,
ESTIMO,9703 R,BLACK,6,parker rackoon fur,0002770000,,,,
ESTIMO,9703 R,BLACK,8,parker rackoon fur,0002770001,,,,
ESTIMO,9703 R,BLACK,10,parker rackoon fur,0002770002,,,,
ESTIMO,9703 R,BLACK,12,parker rackoon fur,0002770003,,,,
ESTIMO,9703 R,BLACK,14,parker rackoon fur,0002770004,,,,
ESTIMO,9703 R,BLACK,16,parker rackoon fur,0002770005,,,,
ESTIMO,9703 R,BLACK,18,parker rackoon fur,0002770006,,,,
ESTIMO,9703 R,BLACK,20,parker rackoon fur,0002770007,,,,
ESTIMO,9703 R,BLACK,22,parker rackoon fur,0002770008,,,,
ESTIMO,9703 R,BLACK,24,parker rackoon fur,0002770009,,,,
ESTIMO,9703 R,BLACK,26,parker rackoon fur,0002770010,,,,
ESTIMO,9703 R,BLACK,28,parker rackoon fur,0002770011,,,,
