reference,ean,mpn,upc,product_id,parent_product_id,stock,total_sold,stock_cost_ex,stock_cost_inc,cost_price_import_tax,actual_cost_price_ex,actual_cost_price_inc,price_inc,price_ex,price_sale_inc,price_sale_ex,price_rrp_inc,price_rrp_ex,cost_price_inc,cost_price_ex,name,title,parent_title,parent_reference,attribute_summary,model,product_url,num_sold_period,avg_sold_period,weeks_cover,bundled
0004530800,5060999701284,,,20109,6777,603,,,,,,,29.990,24.992,29.990,24.992,0.000,0.000,,,ASHWOOD,"Ashwood Leather Crossbody Smart Phone Bag - Red: PH-2","Ashwood Leather Crossbody Smart Phone Bag - Red: PH-2",00045308,"Size: One Size",ph-2,ladies-c3/ashwood-leather-crossbody-smart-phone-bag-red-ph-2-p6777,2,0.04,15662,N
0004555300,5060999704513,,,20151,6795,595,,,,,,,49.990,41.658,49.990,41.658,0.000,0.000,,,ASHWOOD,"Ashwood Zip Top Leather Cross Body Bag Black: 63594","Ashwood Zip Top Leather Cross Body Bag Black: 63594",00045553,"Size: One Size",63594,ladies-c3/ashwood-zip-top-leather-cross-body-bag-black-63594-p6795,9,0.17,3437,N
0002078000,,,,14136,3923,510,,,,,,,29.990,24.992,14.990,12.492,0.000,0.000,,,ASHWOOD,"Men's Leather Gloves Black : 711 C ","Men's Leather Gloves Black : 711 C ",00020780,"Size: S/M","711 C",gift-accessories-c8/mens-gloves-c37/mens-leather-gloves-black-711-c-p3923,10,0.19,2652,N
0002584100,,,,10076,2645,446,,,,,,,5.990,4.992,5.990,4.992,0.000,0.000,,,Collonil,"Collonil  Waterproofing And UV Protection : Water Stop Spray 100ml","Collonil  Waterproofing And UV Protection : Water Stop Spray 100ml",00025841,"Size: One Size","COLLONIL WATERSTOP 100ML",gift-accessories-c8/cleaning-products-c40/collonil-waterproofing-and-uv-protection-water-stop-spray-100ml-p2645,13,0.25,1784,N
0004555500,5060999704544,,,20154,6798,393,,,,,,,49.990,41.658,49.990,41.658,0.000,0.000,,,ASHWOOD,"Ashwood Zip Top Leather Cross Body Bag Taupe: 63594","Ashwood Zip Top Leather Cross Body Bag Taupe: 63594",00045555,"Size: One Size",63594,ladies-c3/ashwood-zip-top-leather-cross-body-bag-taupe-63594-p6798,1,0.02,20469,N
0004932900,,,,23036,7902,348,,,,,,,69.990,58.325,69.990,58.325,0.000,0.000,,,ASHWOOD,"Ashwood Leather Crossbody Bag 2 Tone Tan: 64033","Ashwood Leather Crossbody Bag 2 Tone Tan: 64033",00049329,"Size: One Size",64033,ladies-c3/leather-handbags-c10/ashwood-leather-crossbody-bag-2-tone-tan-64033-p7902,0,0,0,N
0004413200,5061027910265,,,19307,6357,339,,,,,,,44.950,37.458,31.465,26.221,0.000,0.000,,,GABICCI,"Mens Leather Washbag Chestnut: GB Milo","Mens Leather Washbag Chestnut: GB Milo",00044132,"Size: One Size","GB MILO",mens-c4/mens-leather-washbag-chestnut-gb-milo-p6357,59,1.13,299,N
0004491700,,,,19756,6546,324,,,,,,,39.990,33.325,24.990,20.825,0.000,0.000,,,ASHWOOD,"Mens Leather Sheepskin Gloves Black: DB-705","Mens Leather Sheepskin Gloves Black: DB-705",00044917,"Size: S/M",db-705,mens-c4/mens-leather-sheepskin-gloves-black-db-705-p6546,6,0.12,2808,N
0004413100,5061027910258,,,19306,6356,318,,,,,,,44.950,37.458,31.465,26.221,0.000,0.000,,,GABICCI,"Mens Leather Washbag Black: GB Milo","Mens Leather Washbag Black: GB Milo",00044131,"Size: One Size","GB MILO",mens-c4/mens-leather-washbag-black-gb-milo-p6356,25,0.48,661,N
0004194400,,,,17576,5676,315,,,,,,,2.990,2.492,2.990,2.492,0.000,0.000,,,Collonil,"Collonil Waterstop Classic 20ml NEUTRAL","Collonil WATER STOP 20ML",00041944,"Size: One Size","WATER STOP 20ML",gift-accessories-c8/collonil-water-stop-20ml-p5676,22,0.42,745,N
0004491702,,,,19757,6546,303,,,,,,,39.990,33.325,24.990,20.825,0.000,0.000,,,ASHWOOD,"Mens Leather Sheepskin Gloves Black: DB-705","Mens Leather Sheepskin Gloves Black: DB-705",00044917,"Size: L/XL",db-705,mens-c4/mens-leather-sheepskin-gloves-black-db-705-p6546,17,0.33,927,N
0005023600,5061042995254,,,24236,8417,282,,,,,,,59.990,49.992,59.990,49.992,0.000,0.000,,,ASHWOOD,"Ashwood Leather Crossbody Smart Phone Bag Black: D-99","Ashwood Leather Crossbody Smart Phone Bag Black: D-99",00050236,"Size: One Size",d-99,mens-c4/man-bags-briefcases-c12/flight-bags-c118/ashwood-leather-crossbody-smart-phone-bag-black-d-99-p8417,0,0,0,N
0001948404,,,,14147,3926,273,,,,,,,29.990,24.992,14.990,12.492,0.000,0.000,,,ASHWOOD,"Ladies Leather Gloves Black : NC 8914","Ladies Leather Gloves Black : NC 8914",00019484,"Size: M","NC 8914",ladies-c3/accessories-c24/gloves-c102/ladies-leather-gloves-black-nc-8914-p3926,6,0.12,2366,N
0004486301,,,,19803,6569,259,,,,,,,39.990,33.325,24.990,20.825,0.000,0.000,,,ASHWOOD,"Women's Sheepskin Gloves Khaki : DB-807","Women's Sheepskin Gloves Khaki : DB-807",00044863,"Size: M/L",db-807,ladies-c3/womens-sheepskin-gloves-khaki-db-807-p6569,6,0.12,2244,N
0001948403,,,,14146,3926,253,,,,,,,29.990,24.992,14.990,12.492,0.000,0.000,,,ASHWOOD,"Ladies Leather Gloves Black : NC 8914","Ladies Leather Gloves Black : NC 8914",00019484,"Size: S","NC 8914",ladies-c3/accessories-c24/gloves-c102/ladies-leather-gloves-black-nc-8914-p3926,4,0.08,3290,N
0004507200,,,,19888,6592,253,,,,,,,59.990,49.992,59.990,49.992,0.000,0.000,,,ASHWOOD,"Women's Leather Shoulder Handbag Black/croc: 63786 Croc","Women's Leather Shoulder Handbag Black/croc: 63786 Croc",00045072,"Size: One Size","63786 croc",ladies-c3/womens-leather-shoulder-handbag-black-croc-63786-croc-p6592,0,0,0,N
0004508400,,,,19900,6604,250,,,,,,,54.990,45.825,54.990,45.825,0.000,0.000,,,ASHWOOD,"Women's Leather Shoulder Handbag Black/croc: 63790 Croc","Women's Leather Shoulder Handbag Black/croc: 63790 Croc",00045084,"Size: One Size","63790 croc",ladies-c3/womens-leather-shoulder-handbag-black-croc-63790-croc-p6604,0,0,0,N
0004508700,,,,19906,6610,247,,,,,,,59.990,49.992,59.990,49.992,0.000,0.000,,,ASHWOOD,"Ashwood Crocodile Print Cross Body Bag Black/croc: C-50 Croc","Ashwood Crocodile Print Cross Body Bag Black/croc: C-50 Croc",00045087,"Size: One Size","c-50 croc",ladies-c3/ashwood-crocodile-print-cross-body-bag-black-croc-c-50-croc-p6610,2,0.04,6416,N
0004673700,5060999706913,,,21098,7112,247,,,,,,,39.990,33.325,39.990,33.325,0.000,0.000,,,ASHWOOD,"Men's RFID Leather Gift Set Olive: Pilgrim","Men's RFID Leather Gift Set Olive: Pilgrim",00046737,"Size: One Size","mens gift set",gift-accessories-c8/wallets-c16/mens-rfid-leather-gift-set-olive-pilgrim-p7112,0,0,0,N
0004508100,,,,19897,6601,245,,,,,,,64.990,54.158,64.990,54.158,0.000,0.000,,,ASHWOOD,"Leather Three Section Cross Body Bag Black/croc: 63789 Croc","Leather Three Section Cross Body Bag Black/croc: 63789 Croc",00045081,"Size: One Size","63789 croc",ladies-c3/leather-three-section-cross-body-bag-black-croc-63789-croc-p6601,4,0.08,3186,N
0004486300,,,,19802,6569,241,,,,,,,39.990,33.325,24.990,20.825,0.000,0.000,,,ASHWOOD,"Women's Sheepskin Gloves Khaki : DB-807","Women's Sheepskin Gloves Khaki : DB-807",00044863,"Size: S/M",db-807,ladies-c3/womens-sheepskin-gloves-khaki-db-807-p6569,10,0.19,1253,N
0004507500,,,,19891,6595,241,,,,,,,54.990,45.825,54.990,45.825,0.000,0.000,,,ASHWOOD,"Women's Leather Shoulder Handbag Black/croc: 63787 Croc","Women's Leather Shoulder Handbag Black/croc: 63787 Croc",00045075,"Size: One Size","63787 croc",ladies-c3/womens-leather-shoulder-handbag-black-croc-63787-croc-p6595,6,0.12,2088,N
0001948405,,,,14148,3926,224,,,,,,,29.990,24.992,14.990,12.492,0.000,0.000,,,ASHWOOD,"Ladies Leather Gloves Black : NC 8914","Ladies Leather Gloves Black : NC 8914",00019484,"Size: L","NC 8914",ladies-c3/accessories-c24/gloves-c102/ladies-leather-gloves-black-nc-8914-p3926,4,0.08,2913,N
0004524700,,,,20051,6721,224,,,,,,,29.990,24.992,29.990,24.992,0.000,0.000,,,ASHWOOD,"14 Card RFID Protected XL Leather Purse Black: S-4","14 Card RFID Protected XL Leather Purse Black: S-4",00045247,"Size: One Size",s4,ladies-c3/14-card-rfid-protected-xl-leather-purse-black-s-4-p6721,3,0.06,3882,N
0004530400,5060999701277,,,20105,6773,211,,,,,,,29.990,24.992,29.990,24.992,0.000,0.000,,,ASHWOOD,"Ashwood Leather Crossbody Smart Phone Bag - Bordeaux: PH-2","Ashwood Leather Crossbody Smart Phone Bag - Bordeaux: PH-2",00045304,"Size: One Size",ph-2,ladies-c3/ashwood-leather-crossbody-smart-phone-bag-bordeaux-ph-2-p6773,2,0.04,5481,N
0004530500,5060999701253,,,20106,6774,205,,,,,,,29.990,24.992,29.990,24.992,0.000,0.000,,,ASHWOOD,"Ashwood Leather Crossbody Smart Phone Bag - Brown: PH-2","Ashwood Leather Crossbody Smart Phone Bag - Brown: PH-2",00045305,"Size: One Size",ph-2,ladies-c3/ashwood-leather-crossbody-smart-phone-bag-brown-ph-2-p6774,3,0.06,3553,N
0004508600,,,,19902,6606,200,,,,,,,54.990,45.825,54.990,45.825,0.000,0.000,,,ASHWOOD,"Women's Leather Shoulder Handbag Tan/croc: 63790 Croc","Women's Leather Shoulder Handbag Tan/croc: 63790 Croc",00045086,"Size: One Size","63790 croc",ladies-c3/womens-leather-shoulder-handbag-tan-croc-63790-croc-p6606,0,0,0,N
0004508900,,,,19908,6612,200,,,,,,,59.990,49.992,59.990,49.992,0.000,0.000,,,ASHWOOD,"Ashwood Crocodile Print Cross Body Bag Tan/croc: C-50 Croc","Ashwood Crocodile Print Cross Body Bag Tan/croc: C-50 Croc",00045089,"Size: One Size","c-50 croc",ladies-c3/ashwood-crocodile-print-cross-body-bag-tan-croc-c-50-croc-p6612,1,0.02,10417,N
0004507400,,,,19890,6594,199,,,,,,,59.990,49.992,59.990,49.992,0.000,0.000,,,ASHWOOD,"Women's Leather Shoulder Handbag Tan/croc: 63786 Croc","Women's Leather Shoulder Handbag Tan/croc: 63786 Croc",00045074,"Size: One Size","63786 croc",ladies-c3/womens-leather-shoulder-handbag-tan-croc-63786-croc-p6594,1,0.02,10365,N
0004507700,,,,19893,6597,199,,,,,,,54.990,45.825,54.990,45.825,0.000,0.000,,,ASHWOOD,"Women's Leather Shoulder Handbag Tan/croc: 63787 Croc","Women's Leather Shoulder Handbag Tan/croc: 63787 Croc",00045077,"Size: One Size","63787 croc",ladies-c3/womens-leather-shoulder-handbag-tan-croc-63787-croc-p6597,1,0.02,10365,N
0004508300,,,,19899,6603,197,,,,,,,64.990,54.158,64.990,54.158,0.000,0.000,,,ASHWOOD,"Leather Three Section Cross Body Bag Tan/croc: 63789 Croc","Leather Three Section Cross Body Bag Tan/croc: 63789 Croc",00045083,"Size: One Size","63789 croc",ladies-c3/leather-three-section-cross-body-bag-tan-croc-63789-croc-p6603,3,0.06,3414,N
0000914300,,,,14119,3912,190,,,,,,,9.990,8.325,9.990,8.325,0.000,0.000,,,Collonil,"LEATHER GROOM 150ml","LEATHER GROOM 150ml",00009143,"Size: One Size",GROOM,gift-accessories-c8/cleaning-products-c40/leather-groom-150ml-p3912,7,0.13,1412,N
0004148500,,,,16918,5403,189,,,,,,,60.000,50.000,60.000,50.000,0.000,0.000,,,ASHWOOD,"Ashwood Leather Cross Body Bag Black: C-50","Ashwood Leather Cross Body Bag Black: C-50",00041485,"Size: One Size",C-50,handbags-c6/ashwood-leather-cross-body-bag-black-c-50-p5403,1,0.02,9844,N
0004555400,5060999704520,,,20152,6796,188,,,,,,,49.990,41.658,49.990,41.658,0.000,0.000,,,ASHWOOD,"Ashwood Zip Top Leather Cross Body Bag Blue: 63594","Ashwood Zip Top Leather Cross Body Bag Blue: 63594",00045554,"Size: One Size",63594,ladies-c3/ashwood-zip-top-leather-cross-body-bag-blue-63594-p6796,0,0,0,N
0004184300,,,,17365,5616,185,,,,,,,59.990,49.992,29.990,24.992,0.000,0.000,,,ASHWOOD,"Ashwood Curve  Zip Top Leather Cross Body Bag Papaya Orange: 63028","Ashwood Curve  Zip Top Leather Cross Body Bag Papaya Orange: 63028",00041843,"Size: One Size",CURVE,ladies-c3/ashwood-curve-zip-top-leather-cross-body-bag-papaya-orange-63028-p5616,9,0.17,1069,N
0004525300,,,,20057,6727,177,,,,,,,24.990,20.825,24.990,20.825,0.000,0.000,,,ASHWOOD,"6 Card RFID Protected Zip Around Leather Purse Black: S-5","6 Card RFID Protected Zip Around Leather Purse Black: S-5",00045253,"Size: One Size",s5,ladies-c3/6-card-rfid-protected-zip-around-leather-purse-black-s-5-p6727,1,0.02,9219,N
0004673300,5060999706890,,,21096,7110,177,,,,,,,39.990,33.325,39.990,33.325,0.000,0.000,,,ASHWOOD,"Men's RFID Leather Gift Set Miller Brown: Pilgrim","Men's RFID Leather Gift Set Miller Brown: Pilgrim",00046733,"Size: One Size","mens gift set",gift-accessories-c8/wallets-c16/mens-rfid-leather-gift-set-miller-brown-pilgrim-p7110,1,0.02,9219,N
0000852400,,,,23852,8191,175,,,,,,,59.990,49.992,29.990,24.992,0.000,0.000,,,ASHWOOD,"Ashwood Curve  Zip Top Leather Cross Body Bag Black: 63028","Ashwood Curve  Zip Top Leather Cross Body Bag Black: 63028",00008524,"Size: One Size",CURVE,handbags-c6/cross-body-bag-c87/ashwood-curve-zip-top-leather-cross-body-bag-black-63028-p8191,2,0.04,4545,N
0004509000,,,,19903,6607,174,,,,,,,59.990,49.992,59.990,49.992,0.000,0.000,,,ASHWOOD,"Women's Leather Medium Saddle Shoulder Handbag Black/croc: 63791 Croc","Women's Leather Medium Saddle Shoulder Handbag Black/croc: 63791 Croc",00045090,"Size: One Size","63791 croc",ladies-c3/womens-leather-medium-saddle-shoulder-handbag-black-croc-63791-croc-p6607,0,0,0,N
0004148300,,,,16921,5406,172,,,,,,,60.000,50.000,60.000,50.000,0.000,0.000,,,ASHWOOD,"Ashwood Leather Cross Body Bag Tan: C-50","Ashwood Leather Cross Body Bag Tan: C-50",00041483,"Size: One Size",C-50,handbags-c6/ashwood-leather-cross-body-bag-tan-c-50-p5406,2,0.04,4468,N
0004476300,,,,19689,6517,168,,,,,,,59.990,49.992,59.990,49.992,0.000,0.000,,,ASHWOOD,"Women's Leather Medium Saddle Shoulder Handbag Tan: 63791","Women's Leather Medium Saddle Shoulder Handbag Tan: 63791",00044763,"Size: One Size",63791,ladies-c3/womens-leather-medium-saddle-shoulder-handbag-tan-63791-p6517,0,0,0,N
0004932600,,,,23026,7892,168,,,,,,,149.000,124.167,74.490,62.075,0.000,0.000,,,ASHWOOD,"Real Leather Flapover Quilted Bag Black: 63858","Real Leather Flapover Quilted Bag Black: 63858",00049326,"Size: One Size",63858,ladies-c3/leather-handbags-c10/real-leather-flapover-quilted-bag-black-63858-p7892,0,0,0,N
0004505500,,,,19924,6625,163,,,,,,,59.990,49.992,29.990,24.992,0.000,0.000,,,ASHWOOD,"Ashwood Curve  Zip Top Leather Cross Body Bag Cognac/Croc: CURVE","Ashwood Curve  Zip Top Leather Cross Body Bag Cognac/Croc: CURVE",00045055,"Size: One Size",CURVE,ladies-c3/ashwood-curve-zip-top-leather-cross-body-bag-cognac-croc-curve-p6625,22,0.42,385,N
0004493200,,,,19782,6559,158,,,,,,,39.990,33.325,24.990,20.825,0.000,0.000,,,ASHWOOD,"Mens Leather Sheepskin Gloves Nap Black: DB-709","Mens Leather Sheepskin Gloves Nap Black: DB-709",00044932,"Size: S/M",db-709,mens-c4/mens-leather-sheepskin-gloves-nap-black-db-709-p6559,20,0.38,411,N
0004509200,,,,19905,6609,152,,,,,,,59.990,49.992,59.990,49.992,0.000,0.000,,,ASHWOOD,"Women's Leather Medium Saddle Shoulder Handbag Tan/croc: 63791 Croc","Women's Leather Medium Saddle Shoulder Handbag Tan/croc: 63791 Croc",00045092,"Size: One Size","63791 croc",ladies-c3/womens-leather-medium-saddle-shoulder-handbag-tan-croc-63791-croc-p6609,1,0.02,7917,N
0004476000,,,,19686,6514,150,,,,,,,59.990,49.992,59.990,49.992,0.000,0.000,,,ASHWOOD,"Women's Leather Medium Saddle Shoulder Handbag Black: 63791","Women's Leather Medium Saddle Shoulder Handbag Black: 63791",00044760,"Size: One Size",63791,ladies-c3/womens-leather-medium-saddle-shoulder-handbag-black-63791-p6514,11,0.21,709,N
0004516400,,,,19982,6676,149,,,,,,,49.990,41.658,29.990,24.992,0.000,0.000,,,ASHWOOD,"Sheepskin Fingerless Patch Mittens Grey: P734 ","Sheepskin Fingerless Patch Mittens Grey: P734 ",00045164,"Size: S/M",p734,ladies-c3/sheepskin-fingerless-patch-mittens-grey-p734-p6676,19,0.37,408,N
0004931200,,,,23059,7925,148,,,,,,,129.000,107.500,64.490,53.742,0.000,0.000,,,ASHWOOD,"Ashwood Real Leather Hobo Shoulder Bag 2 Tone Tan: 64202","Ashwood Real Leather Hobo Shoulder Bag 2 Tone Tan: 64202",00049312,"Size: One Size",64202,ladies-c3/leather-handbags-c10/ashwood-real-leather-hobo-shoulder-bag-2-tone-tan-64202-p7925,0,0,0,N
0004930300,,,,23089,7955,148,,,,,,,110.000,91.667,54.990,45.825,0.000,0.000,,,ASHWOOD,"Ashwood Real Leather Small Crossbody Bag 2 Tone Tan: 64297","Ashwood Real Leather Small Crossbody Bag 2 Tone Tan: 64297",00049303,"Size: One Size",64297,ladies-c3/leather-handbags-c10/ashwood-real-leather-small-crossbody-bag-2-tone-tan-64297-p7955,0,0,0,N
0004930400,,,,23091,7957,147,,,,,,,110.000,91.667,54.990,45.825,0.000,0.000,,,ASHWOOD,"Ashwood Real Leather Small Crossbody Bag Cotswold Navy: 64297","Ashwood Real Leather Small Crossbody Bag Cotswold Navy: 64297",00049304,"Size: One Size",64297,ladies-c3/leather-handbags-c10/ashwood-real-leather-small-crossbody-bag-cotswold-navy-64297-p7957,0,0,0,N
0004492300,,,,19762,6549,145,,,,,,,39.990,33.325,24.990,20.825,0.000,0.000,,,ASHWOOD,"Mens Leather Sheepskin Gloves Nap Green: DB-705","Mens Leather Sheepskin Gloves  Nap Green: DB-705",00044923,"Size: S/M",db-705,mens-c4/mens-leather-sheepskin-gloves-nap-green-db-705-p6549,5,0.1,1507,N
0004372300,5060999705961,,,19025,6220,141,,,,,,,69.950,58.292,49.990,41.658,0.000,0.000,,,ASHWOOD,"Ashwood Woman's Gift TRAVEL SET Navy/croc","Ashwood Woman's Gift TRAVEL SET Navy/croc",00043723,"Size: One Size","TRAVEL SET",luggage-c7/ashwood-womans-gift-travel-set-navy-croc-p6220,0,0,0,N
0004932500,,,,23007,7873,141,,,,,,,120.000,100.000,59.990,49.992,0.000,0.000,,,ASHWOOD,"Leather Twin Zip Quilted Crossbody Bag Ice Grey: 63624","Leather Twin Zip Quilted Crossbody Bag Ice Grey: 63624",00049325,"Size: One Size",63624,ladies-c3/leather-handbags-c10/leather-twin-zip-quilted-crossbody-bag-ice-grey-63624-p7873,0,0,0,N
0004932800,,,,23028,7894,141,,,,,,,149.000,124.167,74.490,62.075,0.000,0.000,,,ASHWOOD,"Real Leather Flapover Quilted Bag Ice Grey: 63858","Real Leather Flapover Quilted Bag Ice Grey: 63858",00049328,"Size: One Size",63858,ladies-c3/leather-handbags-c10/real-leather-flapover-quilted-bag-ice-grey-63858-p7894,0,0,0,N
0004372500,5060999705909,,,19019,6214,140,,,,,,,69.950,58.292,49.990,41.658,0.000,0.000,,,ASHWOOD,"Ashwood Woman's Gift TRAVEL SET Black/Croc","Ashwood Woman's Gift TRAVEL SET Black/Croc",00043725,"Size: One Size","TRAVEL SET",luggage-c7/ashwood-womans-gift-travel-set-black-croc-p6214,1,0.02,7292,N
0004929600,,,,23020,7886,140,,,,,,,129.000,107.500,59.990,49.992,0.000,0.000,,,ASHWOOD,"Real Leather Tote Bag  Mandarin: 63754","Real Leather Tote Bag  Mandarin: 63754",00049296,"Size: One Size",63754,ladies-c3/leather-handbags-c10/real-leather-tote-bag-mandarin-63754-p7886,0,0,0,N
0004931100,,,,23060,7926,139,,,,,,,129.000,107.500,64.490,53.742,0.000,0.000,,,ASHWOOD,"Ashwood Real Leather Hobo Shoulder Bag Black: 64202","Ashwood Real Leather Hobo Shoulder Bag Black: 64202",00049311,"Size: One Size",64202,ladies-c3/leather-handbags-c10/ashwood-real-leather-hobo-shoulder-bag-black-64202-p7926,0,0,0,N
0004930200,,,,23090,7956,138,,,,,,,110.000,91.667,54.990,45.825,0.000,0.000,,,ASHWOOD,"Ashwood Real Leather Small Crossbody Bag Black: 64297","Ashwood Real Leather Small Crossbody Bag Black: 64297",00049302,"Size: One Size",64297,ladies-c3/leather-handbags-c10/ashwood-real-leather-small-crossbody-bag-black-64297-p7956,0,0,0,N
0004507800,,,,19894,6598,137,,,,,,,54.990,45.825,54.990,45.825,0.000,0.000,,,ASHWOOD,"Women's Leather Shoulder Handbag Black/croc: 63788 Croc","Women's Leather Shoulder Handbag Black/croc: 63788 Croc",00045078,"Size: One Size","63788 croc",ladies-c3/womens-leather-shoulder-handbag-black-croc-63788-croc-p6598,5,0.1,1424,N
0004932400,,,,23006,7872,136,,,,,,,120.000,100.000,59.990,49.992,0.000,0.000,,,ASHWOOD,"Leather Twin Zip Quilted Crossbody Bag Cotswold Navy: 63624","Leather Twin Zip Quilted Crossbody Bag Cotswold Navy: 63624",00049324,"Size: One Size",63624,ladies-c3/leather-handbags-c10/leather-twin-zip-quilted-crossbody-bag-cotswold-navy-63624-p7872,1,0.02,7083,N
0004508000,,,,19896,6600,134,,,,,,,54.990,45.825,54.990,45.825,0.000,0.000,,,ASHWOOD,"Women's Leather Shoulder Handbag Tan/croc: 63788 Croc","Women's Leather Shoulder Handbag Tan/croc: 63788 Croc",00045080,"Size: One Size","63788 croc",ladies-c3/womens-leather-shoulder-handbag-tan-croc-63788-croc-p6600,0,0,0,N
0004372000,5060999705954,,,19024,6219,133,,,,,,,69.950,58.292,49.990,41.658,0.000,0.000,,,ASHWOOD,"Ashwood Woman's Gift TRAVEL SET Mushroom Croc","Ashwood Woman's Gift TRAVEL SET Mushroom Croc",00043720,"Size: One Size","TRAVEL SET",luggage-c7/ashwood-womans-gift-travel-set-mushroom-croc-p6219,2,0.04,3455,N
0004523500,,,,20039,6709,133,,,,,,,39.990,33.325,39.990,33.325,0.000,0.000,,,ASHWOOD,"14 Card RFID Protected XL Leather Purse Black: S2","14 Card RFID Protected XL Leather Purse Black: S2",00045235,"Size: One Size",s2,ladies-c3/14-card-rfid-protected-xl-leather-purse-black-s2-p6709,17,0.33,407,N
0004932700,,,,23027,7893,133,,,,,,,149.000,124.167,74.490,62.075,0.000,0.000,,,ASHWOOD,"Real Leather Flapover Quilted Bag Cotswold Navy: 63858","Real Leather Flapover Quilted Bag Cotswold Navy: 63858",00049327,"Size: One Size",63858,ladies-c3/leather-handbags-c10/real-leather-flapover-quilted-bag-cotswold-navy-63858-p7893,0,0,0,N
0004872700,,,,22561,7687,131,,,,,,,59.990,49.992,59.990,49.992,0.000,0.000,,,ASHWOOD,"'XSpirit' Leather Crossbody Bag Tan: 63033/CB4","'XSpirit' Leather Crossbody Bag Tan: 63033/CB4",00048727,"Size: One Size",63033/cb4,handbags-c6/cross-body-bag-c87/xspirit-leather-crossbody-bag-tan-63033-cb4-p7687,0,0,0,N
0004474300,,,,19669,6497,130,,,,,,,54.990,45.825,54.990,45.825,0.000,0.000,,,ASHWOOD,"Women's Leather Shoulder Handbag Tan: 63787","Women's Leather Shoulder Handbag Tan: 63787",00044743,"Size: One Size",63787,ladies-c3/womens-leather-shoulder-handbag-tan-63787-p6497,2,0.04,3377,N
0004492302,,,,19763,6549,129,,,,,,,39.990,33.325,24.990,20.825,0.000,0.000,,,ASHWOOD,"Mens Leather Sheepskin Gloves Nap Green: DB-705","Mens Leather Sheepskin Gloves  Nap Green: DB-705",00044923,"Size: L/XL",db-705,mens-c4/mens-leather-sheepskin-gloves-nap-green-db-705-p6549,8,0.15,839,N
0004372200,5060999705985,,,19027,6222,128,,,,,,,69.950,58.292,49.990,41.658,0.000,0.000,,,ASHWOOD,"Ashwood Woman's Gift TRAVEL SET Teal/croc","Ashwood Woman's Gift TRAVEL SET Teal/croc",00043722,"Size: One Size","TRAVEL SET",luggage-c7/ashwood-womans-gift-travel-set-teal-croc-p6222,1,0.02,6667,N
0004934200,,,,23011,7877,126,,,,,,,79.000,65.833,39.990,33.325,0.000,0.000,,,ASHWOOD,"Real Leather Saddle Crossbody Bag Mandarin: 63753","Real Leather Saddle Crossbody Bag Mandarin: 63753",00049342,"Size: One Size",63753,ladies-c3/leather-handbags-c10/real-leather-saddle-crossbody-bag-mandarin-63753-p7877,0,0,0,N
0004932300,,,,23005,7871,124,,,,,,,120.000,100.000,59.990,49.992,0.000,0.000,,,ASHWOOD,"Leather Twin Zip Quilted Crossbody Bag Black: 63624","Leather Twin Zip Quilted Crossbody Bag Black: 63624",00049323,"Size: One Size",63624,ladies-c3/leather-handbags-c10/leather-twin-zip-quilted-crossbody-bag-black-63624-p7871,0,0,0,N
0004493202,,,,19783,6559,123,,,,,,,39.990,33.325,24.990,20.825,0.000,0.000,,,ASHWOOD,"Mens Leather Sheepskin Gloves Nap Black: DB-709","Mens Leather Sheepskin Gloves Nap Black: DB-709",00044932,"Size: L/XL",db-709,mens-c4/mens-leather-sheepskin-gloves-nap-black-db-709-p6559,49,0.94,131,N
0004530600,5060999701260,,,20107,6775,123,,,,,,,29.990,24.992,29.990,24.992,0.000,0.000,,,ASHWOOD,"Ashwood Leather Crossbody Smart Phone Bag - Cognac: PH-2","Ashwood Leather Crossbody Smart Phone Bag - Cognac: PH-2",00045306,"Size: One Size",ph-2,ladies-c3/ashwood-leather-crossbody-smart-phone-bag-cognac-ph-2-p6775,5,0.1,1279,N
0004555600,5060999704537,,,20153,6797,120,,,,,,,49.990,41.658,49.990,41.658,0.000,0.000,,,ASHWOOD,"Ashwood Zip Top Leather Cross Body Bag Fennel Seed: 63594","Ashwood Zip Top Leather Cross Body Bag Fennel Seed: 63594",00045556,"Size: One Size",63594,ladies-c3/ashwood-zip-top-leather-cross-body-bag-fennel-seed-63594-p6797,0,0,0,N
0004475000,,,,19676,6504,118,,,,,,,64.990,54.158,64.990,54.158,0.000,0.000,,,ASHWOOD,"Leather Three Section Cross Body Bag Black: 63789","Leather Three Section Cross Body Bag Black: 63789",00044750,"Size: One Size",63789,ladies-c3/leather-three-section-cross-body-bag-black-63789-p6504,5,0.1,1227,N
0004673800,5060999706920,,,21099,7113,114,,,,,,,39.990,33.325,39.990,33.325,0.000,0.000,,,ASHWOOD,"Men's RFID Leather Gift Set Rambler Brown: Pilgrim","Men's RFID Leather Gift Set Rambler Brown: Pilgrim",00046738,"Size: One Size","mens gift set",gift-accessories-c8/wallets-c16/mens-rfid-leather-gift-set-rambler-brown-pilgrim-p7113,0,0,0,N
