# ----------------------------------------
# Report CSV Export
# Account: Leather Company
# Property: Leather Company - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20231130
# End date: 20240227
Landing page + query string,Organic Google Search clicks,Organic Google Search impressions,Organic Google Search click through rate,Organic Google Search average position,Users,Engaged sessions,Engagement rate,Average engagement time,Event count,Conversions,Ad revenue
/ladies-c3/accessories-c24/purses-c104/grey-t7,7,934,0.007494646680942184,12.0203426124197,6,5,0.8333333333333334,18.333333333333332,29,0,0
/ladies-c3/ashwood-luxury-leather-desk-set-chestnut-gs-1298-p5751,7,571,0.012259194395796848,55.126094570928196,5,5,1,57.6,80,0,0
/ladies-c3/ashwood-single-australian-sheepskin-rug-ochre-p6301,7,260,0.026923076923076925,12.238461538461538,5,4,0.8,23.2,49,0,0
/ladies-c3/ashwood-three-pocket-leather-sling-bag-black-t-75-p6755,7,454,0.015418502202643172,11.854625550660794,6,5,0.8333333333333334,20.833333333333332,46,0,0
/ladies-c3/fur-parkas-c72,7,1807,0.00387382401770891,40.89928057553957,10,8,0.7272727272727273,33,87,0,0
/ladies-c3/ladies-waistcoats-c47/sheepskin-gilet-black-andorra-p6591,7,719,0.009735744089012517,19.9221140472879,5,5,0.5,44.4,97,0,0
/ladies-c3/large-vintage-leather-backpack-grey-g28-p5326,7,2444,0.0028641571194762683,34.400572831423894,8,8,0.8888888888888888,56,154,0,0
/ladies-c3/leather-biker-jacket-burgundy-lola-p5466,7,2098,0.003336510962821735,16.957102001906577,8,3,0.3,25,48,0,0
/ladies-c3/leather-jackets-c9/biker-styles-c78/womens-leather-biker-jacket-dark-green-lk1-p7178,7,1847,0.003789929615592853,17.530590146183,8,5,0.625,22.375,50,0,0
/ladies-c3/leather-jackets-c9/leather-jacket-purple-essen-p354,7,4083,0.0017144256674014205,31.903012490815577,5,3,0.6,77.4,114,0,0
/ladies-c3/leather-jackets-c9/orange-t8,7,2489,0.002812374447569305,22.772197669746888,8,5,0.625,71.75,170,0,0
/ladies-c3/leather-jackets-c9/size-26-t39,7,594,0.011784511784511785,19.19191919191919,4,1,0.25,7.75,15,0,0
/ladies-c3/leather-jackets-c9/size-6-t47,7,979,0.007150153217568948,8.482124616956078,5,5,0.8333333333333334,23,45,0,0
/ladies-c3/patent-leather-croc-small-cross-body-bag-green-aw0021-p5242,7,2235,0.003131991051454139,20.231767337807607,8,6,0.6666666666666666,20.75,63,0,0
/ladies-c3/purses-c22/medium-croc-print-leather-wallet-purse-cognac-croc-mc7-p6855,7,1579,0.004433185560481318,38.34325522482584,8,3,0.2727272727272727,15.375,62,0,0
/ladies-c3/sheepskin-jackets-c11/fitted-sheepskin-aviator-flying-jacket-tan-winnipeg-p872,7,1957,0.0035769034236075624,21.799182422074605,10,9,0.75,78.5,153,0,0
/ladies-c3/sheepskin-jackets-c11/shearling-style-c111/toscana-longhaired-hood-and-belted-shearling-coat-black-brissa-cammi-p3784,7,775,0.00903225806451613,14.534193548387098,7,4,0.5714285714285714,145.71428571428572,99,0,0
/ladies-c3/sheepskin-jackets-c11/shearling-style-c111/toscana-longhaired-hood-and-belted-shearling-coat-black-cammi-p3783,7,2201,0.0031803725579282144,8.149931849159472,14,9,0.6428571428571429,36.785714285714285,108,0,0
/ladies-c3/sheepskin-jackets-c11/toscana-suede-leather-gilet-navy-kashmina-p857,7,517,0.013539651837524178,7.352030947775629,10,6,0.5,29.5,101,0,0
/ladies-c3/tab-small-zip-top-leather-cross-body-bag-dark-grey-p6650,7,848,0.008254716981132075,30.22877358490566,6,5,0.8333333333333334,39,53,0,0
/ladies-c3/vintage-leather-cross-body-shoulder-bag-honey-g22-p3614,7,3015,0.002321724709784411,13.587396351575457,10,10,0.7692307692307693,157.7,241,0,0
/ladies-c3/womens-lamb-leather-biker-jacket-l-gina-p5787,7,1025,0.006829268292682927,27.013658536585364,6,1,0.125,3.8333333333333335,30,0,0
/ladies-c3/womens-luxury-shearling-jacket-tobacco-cream-alayna-p4364,7,3849,0.0018186541958950377,14.099766173031956,11,8,0.7272727272727273,62.81818181818182,168,0,0
/ladies-c3/womens-shearling-sheepskin-jacket-brown-cassidy-p2994,7,1908,0.003668763102725367,23.28511530398323,8,5,0.625,55.25,61,0,0
/luggage-c7/ashwood-leather-wheeled-suit-carrier-black-89149-p6735,7,1656,0.004227053140096618,8.394323671497585,10,5,0.4166666666666667,14.4,54,0,0
/luggage-c7/ashwood-spitalfields-travel-range-c134,7,286,0.024475524475524476,12.27972027972028,7,3,0.375,37.285714285714285,68,0,0
/luggage-c7/holdall-c15/large-leather-vintage-holdall-black-mud-f-87-p2401,7,309,0.022653721682847898,17.135922330097088,3,3,1,54.333333333333336,25,0,0
/luggage-c7/holdall-c15/mens-large-travel-holdall-bridge-vt-paddington-p6471,7,515,0.013592233009708738,22.864077669902912,13,8,0.6153846153846154,67.6923076923077,117,0,0
/luggage-c7/wash-toiletry-bags-c55/mens-leather-canvas-hanging-toiletry-bag-black-7010-p7569,7,6547,0.0010691919963341989,25.671299831984115,8,4,0.5,16.625,43,0,0
/mens-c4/accessories-c27/luxury-slim-6-card-leather-wallet-copper-brown-5994-p4188,7,775,0.00903225806451613,33.30193548387097,7,5,0.7142857142857143,37.285714285714285,57,0,0
/mens-c4/cow-oily-leather-wheeled-weekend-travel-holdall-brown-brandy-fen-780-p5694,7,791,0.008849557522123894,33.93173198482933,4,4,1,31.75,32,0,0
/mens-c4/cow-oily-leather-wheeled-weekend-travel-holdall-brown-tan-fen-780-p5695,7,1124,0.006227758007117438,33.94928825622776,13,9,0.5,62.23076923076923,121,0,0
/mens-c4/deals-for-him-c162/womens-leather-gladstone-bag-brown-07431501-p195,7,2043,0.0034263338228095936,8.9637787567303,6,4,0.5714285714285714,21.833333333333332,34,0,0
/mens-c4/leather-jackets-c25/ashwood-m1/brown-t3,7,18212,0.0003843619591478146,4.671370524928618,4,3,0.6,154.5,74,0,0
/mens-c4/leather-jackets-c25/leather-jacket-black-nap-ferdinand-p548,7,1750,0.004,20.51942857142857,10,5,0.4166666666666667,20.8,111,0,0
/mens-c4/leather-jackets-c25/trapper-m33/size-xl-t19,7,2981,0.0023482053002348204,3.4471653807447167,4,4,1,92.25,52,0,0
/mens-c4/leather-jeans-c157,7,2110,0.0033175355450236967,30.371563981042655,9,9,0.9,18.77777777777778,68,0,0
/mens-c4/man-bags-briefcases-c12/ashwood-luggage-mens-leather-flight-bag-black-crum-8341-p316,7,2002,0.0034965034965034965,37.32267732267732,6,5,0.8333333333333334,92.16666666666667,101,0,0
/mens-c4/man-bags-briefcases-c12/ashwood-mens-3-pocket-medium-leather-messenger-bag-tan-4552-p655,7,8025,0.0008722741433021807,13.9998753894081,19,13,0.6190476190476191,50.36842105263158,147,0,0
/mens-c4/man-bags-briefcases-c12/flight-bags-c118/leather-crossbody-smartphone-bag-chestnut-k-41-p7320,7,409,0.017114914425427872,15.579462102689487,4,3,0.75,14.25,30,0,0
/mens-c4/man-bags-briefcases-c12/laptop-messenger-bags-c113/cognac-t46,7,3107,0.002252977148374638,6.002896684905053,7,5,0.7142857142857143,12,40,0,0
/mens-c4/man-bags-briefcases-c12/laptop-messenger-bags-c113/large-leather-vintage-messenger-bag-tan-robin-p2936,7,2943,0.002378525314305131,33.01970778117567,11,7,0.6363636363636364,35.36363636363637,98,0,0
/mens-c4/mens-leather-chino-belt-brown-mb-102-p5823,7,754,0.009283819628647215,10.639257294429708,6,6,1,56.333333333333336,72,0,0
/mens-c4/mens-leather-g-1-flight-bomber-jacket-coffee-maverick-p6335,7,9331,0.0007501875468867217,10.856071160647305,10,9,0.8181818181818182,33.9,78,0,0
/mens-c4/roxbike-m54,7,677,0.0103397341211226,6.10930576070901,6,5,0.8333333333333334,55,107,0,0
/mens-c4/sheepskin-jackets-c26/estimo-m30,7,36644,0.00019102718043881672,6.536104137102936,6,4,0.6666666666666666,32.166666666666664,61,0,0
/mens-c4/sheepskin-jackets-c26/sheepskin-flying-jacket-ginger-luan-p102,7,2163,0.003236245954692557,10.977808599167822,8,4,0.4444444444444444,23.5,81,0,0
/offers-c41,7,267,0.026217228464419477,18.0374531835206,4,4,1,86.5,41,0,0
/olive-t55,7,220,0.031818181818181815,8.904545454545454,7,5,0.7142857142857143,16.714285714285715,40,0,0
/sale/ladies-c3/ladies-jackets-coats-c181/burgundy-t59,7,1410,0.004964539007092199,18.287943262411346,6,1,0.16666666666666666,5.5,25,0,0
/sheepskin-fur-c5/ashwood-sheepskin-cushion-ochre-p5267,7,184,0.03804347826086957,10.03804347826087,5,7,0.875,75.4,83,0,0
/sheepskin-fur-c5/mens-sheepskin-jackets-c35/classic-sheepskin-coat-brown-churchill-p3082,7,3087,0.0022675736961451248,13.466472303206997,7,3,0.3,69.42857142857143,83,0,0
/sheepskin-fur-c5/mens-sheepskin-jackets-c35/mens-sheepskin-flying-jacket-whiskey-cream-hunter-p3351,7,2043,0.0034263338228095936,24.384728340675476,11,7,0.5833333333333334,52.45454545454545,166,0,0
/sheepskin-fur-c5/sheepskin-rugs-c57/mongolian-lamb-fur-rug-pink-curly-hair-p999,7,4070,0.0017199017199017199,33.488206388206386,6,3,0.5,12.333333333333334,29,0,0
/shiraz-t76,7,82,0.08536585365853659,4.853658536585366,7,1,0.125,7.428571428571429,33,0,0
/sienna-de-luca-m56/one-size-t58,7,46,0.15217391304347827,7.239130434782608,4,1,0.25,4.25,21,0,0
/stone-t68,7,380,0.018421052631578946,6.928947368421053,5,3,0.6,30.2,32,0,0
/trapper-m33,7,931,0.007518796992481203,31.72717508055854,4,10,1,270.5,157,0,0
/blue-t2,6,220,0.02727272727272727,9.127272727272727,5,3,0.6,12.8,26,0,0
/gift-accessories-c8,6,4018,0.0014932802389248383,29.27401692384271,19,20,0.9090909090909091,218.31578947368422,297,1,0
/gift-accessories-c8/cleaning-products-c40/collonil-3-in-1-leather-cream-cloth-and-delicate-cream-cleaning-kit-complete-leather-care-gift-set-p2646,6,990,0.006060606060606061,33.99292929292929,4,2,0.5,21.5,20,0,0
/gift-accessories-c8/collonil-water-stop-20ml-p5676,6,564,0.010638297872340425,17.77659574468085,5,4,0.8,30.8,25,0,0
/gift-accessories-c8/gift-sets-c188/leather-wallet-key-ring-gift-set-black-grey-red-gb-301-gs-p7247,6,1996,0.003006012024048096,19.799599198396795,6,4,0.6666666666666666,47.666666666666664,99,0,0
/gift-accessories-c8/mens-gloves-c37/mens-leather-gloves-black-tan-gb-535-p7285,6,412,0.014563106796116505,13.839805825242719,4,4,1,40.25,31,0,0
/gift-accessories-c8/mens-gloves-c37/mens-leather-gloves-brown-714-p180,6,1586,0.0037831021437578815,28.008827238335435,7,4,0.5,27.571428571428573,58,0,0
/gift-accessories-c8/mens-gloves-c37/mens-leather-gloves-tan-black-gb-535-p7286,6,1066,0.005628517823639775,17.891181988742964,5,4,0.8,18,33,0,0
/gift-accessories-c8/mens-leather-belts-c50/ashwood-vegetable-tanned-leather-classic-belt-tan-1996-p2550,6,450,0.013333333333333334,22.711111111111112,7,4,0.5,31.571428571428573,87,0,0
/gift-accessories-c8/mens-leather-belts-c50/black-t1,6,2176,0.0027573529411764708,25.53860294117647,5,4,0.5714285714285714,17.8,38,0,0
/gift-accessories-c8/purses-c36/small-purses-c94/vintage-woven-leather-zip-around-small-6-card-coin-purse-yellow-d-80-p4283,6,2079,0.002886002886002886,25.78066378066378,9,7,0.7,15.222222222222221,59,0,0
/gift-accessories-c8/wallets-c16/ashwood-leather-travel-wallet-brown-tw-01-p1357,6,893,0.006718924972004479,47.19820828667413,3,2,0.6666666666666666,19.333333333333332,14,0,0
/gift-accessories-c8/wallets-c16/ashwood-vegetable-tanned-leather-classic-8-card-bill-fold-wallet-black-1211-vt-p2708,6,790,0.007594936708860759,32.321518987341776,3,1,0.3333333333333333,30.333333333333332,29,0,0
/gift-accessories-c8/wallets-c16/ashwood-vintage-dipped-6-card-bill-fold-tab-leather-wallet-brown-1780-p1335,6,1297,0.004626060138781804,24.166538164996144,8,7,0.875,114.5,117,0,0
/gift-accessories-c8/wallets-c16/brown-t3,6,1527,0.003929273084479371,16.02815979043877,7,6,0.8571428571428571,41,49,0,0
/gift-accessories-c8/wallets-c16/classic-3-card-id-billfold-tab-wallet-leather-wallet-black-1222-vt-p167,6,1389,0.004319654427645789,22.817854571634268,4,2,0.5,27.5,24,0,0
/gift-accessories-c8/wallets-c16/vegetable-tanned-6-card-zip-coin-tri-fold-leather-wallet-tan-1265-vt-p166,6,883,0.006795016987542469,25.207248018120044,6,3,0.5,24,30,0,0
/handbags-c6/ashwood-c30/large-leather-tote-bag-panna-cotta-cream-60252-p2490,6,1991,0.0030135610246107484,27.245605223505777,8,7,0.7777777777777778,95.625,117,0,0
/handbags-c6/ashwood-c30/medium-tote-three-section-leather-shoulder-bag-tan-cream-62688-p3568,6,997,0.006018054162487462,27.601805416248745,5,4,0.6666666666666666,44.4,56,0,0
/handbags-c6/ashwood-c30/vintage-woven-classic-leather-crossbody-bag-dark-brown-d-76-p4270,6,1310,0.004580152671755725,13.162595419847328,3,1,0.3333333333333333,9.333333333333334,13,0,0
/handbags-c6/ashwood-crocodile-print-leather-backpack-green-c-51-p5410,6,1095,0.005479452054794521,33.57442922374429,15,12,0.75,55.666666666666664,96,0,0
/handbags-c6/ashwood-crocodile-print-leather-backpack-teal-c-51-p5412,6,522,0.011494252873563218,27.553639846743295,4,2,0.5,15.75,23,0,0
/handbags-c6/ashwood-leather-cross-body-bag-black-c-50-p5403,6,1361,0.00440852314474651,10.301249081557678,6,3,0.5,14.166666666666666,46,0,0
/handbags-c6/backpacks-c89/ashwood-2-in-1-leather-backpack-handbag-blush-62237-p2510,6,7872,0.0007621951219512195,17.775660569105693,10,9,0.75,76.7,101,0,0
/handbags-c6/backpacks-c89/burgundy-t59,6,934,0.006423982869379015,21.815845824411134,5,0,0,5.2,22,0,0
/handbags-c6/cross-body-bag-c87/small-zip-top-vegetable-tanned-leather-cross-body-bag-black-v-20-p3860,6,600,0.01,16.386666666666667,10,6,0.6,39.6,86,0,0
/handbags-c6/silver-t12,6,1862,0.00322234156820623,37.08216970998926,5,0,0,4.6,24,0,0
/handbags-c6/tote-bag-c85/black-t1,6,5880,0.0010204081632653062,29.05748299319728,0,0,0,0,0,0,0
/home-living-c65/luxury-handcrafted-leather-5-drawer-chest-cognac-se-1563-p6134,6,1359,0.004415011037527594,12.35393671817513,16,11,0.6875,33.6875,120,0,0
/home-living-c65/luxury-handcrafted-leather-coffee-table-trunk-with-drawer-cognac-se-3837-p6137,6,1391,0.004313443565780014,39.79511143062545,8,6,0.6,31,67,0,0
/home-living-c65/sheepskin-cushions-c183,6,1579,0.0037998733375554147,41.16276124129196,5,4,0.8,31.8,37,0,0
/home-living-c65/sheepskin-hot-water-bottle-cover-c168/ashwood-m1,6,520,0.011538461538461539,41.41923076923077,6,5,0.8333333333333334,53.166666666666664,83,0,0
/ladies-c3/3-4-length-toscana-suede-leather-coat-topo-5055-p6280,6,185,0.032432432432432434,14.6,6,6,0.75,34.166666666666664,81,0,0
/ladies-c3/a6-leather-book-cover-copper-tan-a6-lbc-p6768,6,582,0.010309278350515464,15.288659793814434,8,6,0.6666666666666666,24.625,69,0,0
/ladies-c3/accessories-c24/gloves-c102,6,607,0.009884678747940691,38.15650741350906,5,4,0.6666666666666666,140,41,0,0
/ladies-c3/accessories-c24/gloves-c102/ashwood-button-detail-leather-gloves-tan-109-p1669,6,418,0.014354066985645933,10.18421052631579,6,3,0.375,8,32,0,0
/ladies-c3/accessories-c24/gloves-c102/ashwood-faux-fur-tipped-leather-gloves-black-103-a-p1665,6,1465,0.004095563139931741,18.778839590443685,6,3,0.5,51.666666666666664,99,0,0
/ladies-c3/accessories-c24/gloves-c102/ashwood-suede-and-leather-gloves-tan-130-p1637,6,757,0.007926023778071334,8.782034346103039,5,2,0.4,13.6,31,0,0
/ladies-c3/accessories-c24/gloves-c102/ashwood-touch-screen-friendly-two-tone-leather-gloves-black-black-137-p1671,6,1166,0.005145797598627788,30.471698113207548,4,2,0.5,19.5,46,0,0
/ladies-c3/accessories-c24/gloves-c102/ashwood-touch-screen-friendly-two-tone-leather-gloves-black-grey-137-p1673,6,1147,0.0052310374891020054,25.051438535309504,5,5,0.8333333333333334,100,99,0,0
/ladies-c3/ashwood-leather-crossbody-bag-black-cb-3-63014-p6779,6,251,0.02390438247011952,7.298804780876494,7,6,0.8571428571428571,19.857142857142858,54,0,0
/ladies-c3/ashwood-leather-small-saddle-bag-oily-brown-joules-p6289,6,1474,0.004070556309362279,26.278154681139757,9,5,0.5555555555555556,57,59,0,0
/ladies-c3/ashwood-luxury-leather-desk-set-brown-gs-1298-p5750,6,312,0.019230769230769232,33.44871794871795,1,1,1,70,5,0,0
/ladies-c3/ashwood-womens-zip-and-stitch-detail-leather-gloves-charcoal-grey-896-p5886,6,2079,0.002886002886002886,31.70755170755171,3,2,0.5,40,20,0,0
/ladies-c3/bone-t90,6,549,0.01092896174863388,6.593806921675774,6,4,0.6666666666666666,27.833333333333332,43,0,0
/ladies-c3/fur-coats-c77/brown-t3,6,1667,0.003599280143971206,10.188962207558488,6,2,0.3333333333333333,12.333333333333334,56,0,0
/ladies-c3/gillian-duffle-leather-coat-cognac-app-p4332,6,405,0.014814814814814815,13.622222222222222,4,1,0.25,24.25,39,0,0
/ladies-c3/handbags-c10/blue-t2,6,1736,0.0034562211981566822,29.006912442396313,0,0,0,0,0,0,0
/ladies-c3/ladies-waistcoats-c47/diamond-quilted-leather-gilet-burgundy-hampton-p2593,6,1792,0.0033482142857142855,11.601004464285714,7,5,0.7142857142857143,101.71428571428571,97,0,0
/ladies-c3/ladies-waistcoats-c47/hooded-long-suede-toscana-gilet-ombre-blue-mariana-p1309,6,1174,0.005110732538330494,26.67717206132879,4,3,0.75,9.75,18,0,0
/ladies-c3/leather-jackets-c9/bomber-styles-c90/ladies-leather-bomber-jacket-black-awl-mia-p8064,6,1654,0.0036275695284159614,34.03446191051995,3,2,0.6666666666666666,13.666666666666666,18,0,0
/ladies-c3/sheepskin-jackets-c11/size-22-t37,6,7114,0.0008434073657576609,5.699325274107394,8,5,0.625,41.75,74,0,0
/ladies-c3/sheepskin-jackets-c11/toscana-long-haired-shearling-jacket-with-large-hood-black-muna-p852,6,3128,0.0019181585677749361,9.75,19,15,0.75,56,158,0,0
/ladies-c3/skirts-jeans-c74/jeans-trousers-c128/skinny-fit-leather-and-lycra-leggings-black-lilly-p2978,6,3190,0.0018808777429467085,33.73040752351097,5,4,0.5,59.8,38,0,0
/ladies-c3/skirts-jeans-c74/jeans-trousers-c128/womens-flared-60s-suede-leather-jeans-brown-suede-flared-3587-p3328,6,2665,0.00225140712945591,17.287429643527204,10,8,0.7272727272727273,19.8,84,0,0
/ladies-c3/three-section-a4-croc-patent-leather-work-bag-green-a4-work-bag-p5240,6,949,0.006322444678609062,25.933614330874605,7,7,1,22.428571428571427,57,0,0
/ladies-c3/womens-luxury-shearling-jacket-brown-cream-alayna-p3379,6,4186,0.001433349259436216,13.533205924510272,9,9,0.6428571428571429,102.22222222222223,216,0,0
/ladies-c3/womens-luxury-shearling-jacket-tan-alayna-p3886,6,1059,0.0056657223796034,11.338999055712936,7,3,0.375,200.42857142857142,138,0,0
/ladies-c3/womens-sheepskin-gloves-brick-red-db-808-p6570,6,1369,0.004382761139517896,31.737764791818847,7,6,0.8571428571428571,50,88,0,0
/luggage-c7/ashwood-oxford-travel-range-c155,6,375,0.016,29.730666666666668,5,4,0.8,18.6,33,0,0
/luggage-c7/ashwood-shoreditch-travel-range-c139,6,523,0.011472275334608031,10.806883365200765,4,3,0.75,63.5,41,0,0
/luggage-c7/ashwood-windsor-travel-range-c138,6,390,0.015384615384615385,27.897435897435898,8,4,0.5,18.875,57,0,0
/luggage-c7/holdall-c15/medium-weekend-leather-holdall-black-harry-p6466,6,488,0.012295081967213115,20.079918032786885,5,4,0.6666666666666666,49.8,33,0,0
/luggage-c7/holdall-c15/suede-and-leather-luxury-holdall-tan-harrington-p4319,6,858,0.006993006993006993,13.382284382284382,5,3,0.5,64.6,39,0,0
/luggage-c7/manbags-briefcases-c64/unisex-leather-backpack-rucksack-brandy-beige-p6452,6,2291,0.0026189436927106066,29.535137494543868,10,8,0.7272727272727273,16,80,0,0
/luggage-c7/suit-carriers-c51,6,1628,0.0036855036855036856,22.003685503685503,6,4,0.5714285714285714,40.166666666666664,58,0,0
/mens-c4/accessories-c27/ashwood-leather-wallet-and-keyring-gift-set-black-gs-1287-p2404,6,2370,0.002531645569620253,33.65105485232068,8,4,0.4444444444444444,43.375,73,0,0
/mens-c4/accessories-c27/leather-embossed-bandana-face-mask-black-jose-p3908,6,3535,0.0016973125884016972,23.42715700141443,7,5,0.7142857142857143,28.571428571428573,41,0,0
/mens-c4/accessories-c27/mens-australian-hardwearing-bush-hat-brown-dundee-p3399,6,2994,0.002004008016032064,29.642618570474284,8,5,0.625,32.25,66,0,0
/mens-c4/ashwood-leather-messenger-laptop-bag-oily-brown-edward-p6227,6,720,0.008333333333333333,10.2,12,7,0.5833333333333334,27.833333333333332,69,0,0
/mens-c4/ashwood-luxury-leather-biker-jacket-veggie-tan-andriy-p6066,6,27660,0.00021691973969631235,5.864895155459147,8,6,0.75,49.125,71,0,0
/mens-c4/ashwood-men-s-dual-zip-leather-washbag-chestnut-tan-t-78-p6762,6,174,0.034482758620689655,9.045977011494253,2,2,1,110,44,0,0
/mens-c4/deals-for-him-c162/small-italian-leather-and-woven-material-drawstring-bucket-bag-straw-brown-041417-3t-3b-nh-p1199,6,5194,0.0011551790527531767,34.37697343088178,7,3,0.42857142857142855,7.142857142857143,32,0,0
/mens-c4/deals-for-him-c162/the-bridge-large-italian-leather-backpack-brown-06123501-p2696,6,753,0.00796812749003984,21.40770252324037,4,3,0.75,47.25,43,0,0
/mens-c4/fenland-classic-mens-suede-sheepskin-moccasin-slippers-black-grey-p4087,6,7046,0.0008515469770082316,51.495174567130285,5,2,0.3333333333333333,16.4,26,0,0
/mens-c4/fur-parkas-c73/hooded-raccoon-fur-parka-black-nemesis-p1445,6,1323,0.0045351473922902496,31.679516250944822,7,6,0.75,19.142857142857142,53,0,0
/mens-c4/leather-detachable-hood-puffer-jacket-navy-nello-p6540,6,1604,0.003740648379052369,23.991271820448876,9,4,0.2222222222222222,63.22222222222222,112,0,0
/mens-c4/leather-gun-slip-brown-tan-savoy-p4423,6,117,0.05128205128205128,11.957264957264957,7,4,0.5714285714285714,18.142857142857142,107,0,0
/mens-c4/leather-jackets-c25/3-4-styles-c100/mens-2-in1-leather-jacket-black-gustavo-p3030,6,1673,0.0035863717872086074,17.326359832635983,6,5,0.8333333333333334,71.5,56,0,0
/mens-c4/leather-jackets-c25/biker-styles-c97/big-7-m60,6,37,0.16216216216216217,8.324324324324325,3,3,0.75,41,34,0,0
/mens-c4/leather-jackets-c25/biker-styles-c97/leather-biker-jacket-bordeaux-viking-p3117,6,1474,0.004070556309362279,9.656037991858888,9,6,0.6,20.22222222222222,44,0,0
/mens-c4/leather-jackets-c25/biker-styles-c97/leather-vintage-biker-jacket-racing-green-stedman-p3701,6,2579,0.0023264831329972858,39.25552539744087,7,7,0.5384615384615384,143.42857142857142,98,0,0
/mens-c4/leather-jackets-c25/bugatti-m51/size-m-t17,6,290,0.020689655172413793,9.9,5,1,0.2,4.6,19,0,0
/mens-c4/man-bags-briefcases-c12/ashwood-five-pocket-carry-all-leather-messenger-bag-brown-tum-pedro-p637,6,1367,0.0043891733723482075,16.412582297000732,5,2,0.4,3.2,21,0,0
/mens-c4/man-bags-briefcases-c12/ashwood-mens-3-pocket-medium-leather-messenger-bag-black-4552-p654,6,1664,0.003605769230769231,15.115985576923077,4,1,0.25,109.5,39,0,0
/mens-c4/man-bags-briefcases-c12/ashwood-mens-double-clasp-laptop-satchel-brown-tum-jasper-p661,6,974,0.006160164271047228,35.152977412731005,6,4,0.6666666666666666,13.666666666666666,36,0,0
/mens-c4/man-bags-briefcases-c12/ashwood-mens-double-clasp-laptop-satchel-chestnut-vt-jasper-p662,6,1505,0.003986710963455149,34.25913621262458,6,4,0.6666666666666666,15,32,0,0
/mens-c4/man-bags-briefcases-c12/burgundy-t59,6,6339,0.000946521533364884,4.846663511594889,7,5,0.7142857142857143,82.14285714285714,72,0,0
/mens-c4/man-bags-briefcases-c12/flight-bags-c118/ashwood-three-pocket-leather-sling-bag-brown-k-43-p7323,6,812,0.007389162561576354,13.795566502463053,7,7,0.875,57.42857142857143,94,0,0
/mens-c4/man-bags-briefcases-c12/flight-bags-c118/michigan-leather-three-pocket-sling-bag-cognac-m-53-p3976,6,1417,0.004234297812279464,20.44530698659139,7,6,0.6666666666666666,15.714285714285714,52,0,0
/mens-c4/man-bags-briefcases-c12/flight-bags-c118/vintage-hunter-leather-travel-bag-tweed-doug-p6224,6,1859,0.0032275416890801506,16.69284561592254,6,4,0.6666666666666666,79.83333333333333,87,0,0
/mens-c4/man-bags-briefcases-c12/mens-leather-backpack-rucksack-chestnut-p330,6,11133,0.0005389382915656157,16.03386328932004,19,18,0.8181818181818182,98.47368421052632,254,0,0
/mens-c4/man-bags-briefcases-c12/mens-leather-canvas-hanging-toiletry-bag-mud-mud-7010-p591,6,1840,0.003260869565217391,22.98858695652174,11,9,0.75,97.18181818181819,183,0,0
/mens-c4/man-bags-briefcases-c12/mens-triple-gusset-heavy-duty-leather-briefcase-black-vt-gareth-p334,6,3208,0.0018703241895261845,13.744077306733168,17,12,0.631578947368421,52.88235294117647,182,0,0
/mens-c4/man-bags-briefcases-c12/navy-t49,6,3964,0.0015136226034308778,5.026236125126135,3,2,0.6666666666666666,31,20,0,0
/mens-c4/man-bags-briefcases-c12/small-leather-work-briefcase-tan-brown-4553-p932,6,1562,0.0038412291933418692,20.581306017925737,6,4,0.6666666666666666,48.833333333333336,56,0,0
/mens-c4/man-bags-briefcases-c12/toiletry-bags-c117/mayfair-hi-veg-leather-hanging-wash-bag-tempo-brown-8140-p4015,6,348,0.017241379310344827,29.528735632183906,6,6,0.6,60.333333333333336,69,0,0
/mens-c4/man-bags-briefcases-c12/vintage-wash-leather-rucksack-rust-7990-p610,6,1879,0.0031931878658861094,28.674827035657266,7,6,0.8571428571428571,173.14285714285714,144,0,0
/mens-c4/mens-diamond-quilted-leather-gilet-olive-m-15-vest-p6874,6,818,0.007334963325183374,17.83129584352078,5,4,0.5714285714285714,363.4,409,0,0
/mens-c4/mens-leather-belts-c49/ashwood-vegetable-tanned-classic-leather-brogue-belt-tan-1997-p2557,6,664,0.009036144578313253,25.525602409638555,6,4,0.6666666666666666,45.833333333333336,53,0,0
/mens-c4/mens-leather-belts-c49/xl-t19,6,730,0.00821917808219178,20.535616438356165,0,0,0,0,0,0,0
/mens-c4/mens-waistcoats-c58/mens-diamond-quilted-leather-gilet-brown-m-15-vest-p6873,6,818,0.007334963325183374,22.63691931540342,6,5,0.8333333333333334,80,58,0,0
/mens-c4/mens-waistcoats-c58/mens-leather-sheepskin-gilet-black-saxon-p3361,6,554,0.010830324909747292,11.691335740072201,14,11,0.7857142857142857,19.214285714285715,85,0,0
/mens-c4/the-bridge-mens-italian-leather-briefcase-brown-06447901-p6305,6,2450,0.0024489795918367346,10.519183673469387,12,6,0.42857142857142855,43.416666666666664,96,0,0
/mens-c4/trapper-mens-nappa-leather-jacket-red-brown-jason-p5802,6,3599,0.0016671297582661851,11.908030008335649,16,9,0.45,31.1875,158,0,0
/rust-t53,6,726,0.008264462809917356,8.081267217630854,5,3,0.6,16.6,22,0,0
/sale/ladies-c3/handbags-c10/blue-t2,6,900,0.006666666666666667,15.924444444444445,0,0,0,0,0,0,0
