Number,Status,Product Name,Description,Main Brand,Sub Brand,Product Link,MPN,SKU,Updated,Colour,Style,Size,Style-Colour-Size,PLU,Product,Usman_GS1
5060474526777,Active,Ashwood BUFF CRUMBLE  Holdall Brandy : G-36,,,,,,,06/03/2020 10:31:49,brandy,g-36,,g-36-brandy-,0003852000,G-36 BRANDY BROWN,Yes
5060474526777,Active,Ashwood BUFF CRUMBLE  Holdall Brandy : G-36,,,,,,,06/03/2020 10:31:49,brandy,g-36,,g-36-brandy-,0003852000,G-36 BRANDY,Yes
5060821280239,Active,G-37 / BUFF CRUMBLE / BRANDY,,ASHWOOD,,,,,18/08/2020 16:35:08,brandy,g-37,,g-37-brandy-,0003852300,G-37 BRANDY BROWN,Yes
5060821280239,Active,G-37 / BUFF CRUMBLE / BRANDY,,ASHWOOD,,,,,18/08/2020 16:35:08,brandy,g-37,,g-37-brandy-,0003852300,G-37 BRANDY,Yes
5060821283179,Active,Ashwood VT wallet BLACK : V-61,,ASHWOOD,,,,,29/07/2021 13:02:09,black,v-61,,v-61-black-,0003858100,V-61 BLACK,Yes
5061042999993,Active,V-61 | BLACK | Size:ONE SIZE,V-61 | BLACK | Size:ONE SIZE | Small Vegetable Tanned Cash And 10 Card Zip Around Purse Black: V-61,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/small-purses-c94/small-vegetable-tanned-cash-and-10-card-zip-around-purse-black-v-61-p3851,,0003858100,05/02/2024 12:31:14,black,v-61,,v-61-black-,0003858100,,
5060821283193,Active,Ashwood VT wallet NAVY : V-61,,ASHWOOD,,,,,29/07/2021 13:03:10,navy,v-61,,v-61-navy-,0003858200,V-61 NAVY,Yes
5061042999634,Active,V-61 | NAVY | Size:ONE SIZE,V-61 | NAVY | Size:ONE SIZE | 00038582,Ashwood,,https://www.leathercompany.co.uk/ashwood-00038582-navy-p9253,,0003858200,05/02/2024 12:39:24,navy,v-61,,v-61-navy-,0003858200,,
5060821283186,Active,Ashwood VT wallet CHESTNUT : V-61,,ASHWOOD,,,,,29/07/2021 13:02:50,chestnut,v-61,,v-61-chestnut-,0003858300,V-61 CHESTNUT,Yes
5061042999641,Active,V-61 | CHESTNUT | Size:ONE SIZE,V-61 | CHESTNUT | Size:ONE SIZE | Small Vegetable Tanned Cash And 10 Card Zip Around Purse Chestnut: V-61,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/small-purses-c94/small-vegetable-tanned-cash-and-10-card-zip-around-purse-chestnut-v-61-p3852,,0003858300,05/02/2024 12:37:57,chestnut,v-61,,v-61-chestnut-,0003858300,,
5060821283209,Active,Ashwood VT wallet BLACK : V-62,,ASHWOOD,,,,,29/07/2021 13:03:35,black,v-62,,v-62-black-,0003858400,V-62 BLACK,Yes
5061042999627,Active,V-62 | BLACK | Size:ONE SIZE,V-62 | BLACK | Size:ONE SIZE | Small Vegetable Tanned Cash And 10 Card Envelope Purse Black: V-62,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/medium-purses-c95/small-vegetable-tanned-cash-and-10-card-envelope-purse-black-v-62-p3854,,0003858400,05/02/2024 12:40:41,black,v-62,,v-62-black-,0003858400,,
5060821283223,Active,Ashwood VT wallet NAVY : V-62,,ASHWOOD,,,,,29/07/2021 13:04:37,navy,v-62,,v-62-navy-,0003858500,V-62 NAVY,Yes
5061042999603,Active,V-62 | NAVY | Size:ONE SIZE,V-62 | NAVY | Size:ONE SIZE | Small Vegetable Tanned Cash And 10 Card Envelope Purse Navy: V-62,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/medium-purses-c95/small-vegetable-tanned-cash-and-10-card-envelope-purse-navy-v-62-p3856,,0003858500,05/02/2024 12:42:34,navy,v-62,,v-62-navy-,0003858500,,
5060821283216,Active,Ashwood VT wallet CHESTNUT : V-62,,ASHWOOD,,,,,29/07/2021 13:04:04,chestnut,v-62,,v-62-chestnut-,0003858600,V-62 CHESTNUT,Yes
5061042999610,Active,V-62 | CHESTNUT | Size:ONE SIZE,V-62 | CHESTNUT | Size:ONE SIZE | Small Vegetable Tanned Cash And 10 Card Envelope Purse Chestnut: V-62,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/medium-purses-c95/small-vegetable-tanned-cash-and-10-card-envelope-purse-chestnut-v-62-p3855,,0003858600,05/02/2024 12:41:34,chestnut,v-62,,v-62-chestnut-,0003858600,,
5060821283230,Active,Ashwood VT wallet BLACK : V-63,,AHSWOOD,,,,,29/07/2021 13:04:56,black,v-63,,v-63-black-,0003858700,V-63 BLACK,Yes
5061042999597,Active,V-63 | BLACK | Size:ONE SIZE,"V-63 | BLACK | Size:ONE SIZE | Vegetable Tanned Note, Coin & 8 Card Envelope Purse Black: V-63",Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vegetable-tanned-note-coin-8-card-envelope-purse-black-v-63-p3857,,0003858700,05/02/2024 12:43:43,black,v-63,,v-63-black-,0003858700,,
5060821283254,Active,Ashwood VT wallet NAVY : V-63,,ASHWOOD,,,,,29/07/2021 13:05:38,navy,v-63,,v-63-navy-,0003858800,V-63 NAVY,Yes
5061042999573,Active,V-63 | NAVY | Size:ONE SIZE,"V-63 | NAVY | Size:ONE SIZE | Vegetable Tanned Note, Coin & 8 Card Envelope Purse Navy: V-63",Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vegetable-tanned-note-coin-8-card-envelope-purse-navy-v-63-p3859,,0003858800,05/02/2024 12:45:46,navy,v-63,,v-63-navy-,0003858800,,
5060821283247,Active,Ashwood VT wallet CHESTNUT : V-63,,ASHWOOD,,,,,29/07/2021 13:05:17,chestnut,v-63,,v-63-chestnut-,0003858900,V-63 CHESTNUT,Yes
5061042999580,Active,V-63 | CHESTNUT | Size:ONE SIZE,"V-63 | CHESTNUT | Size:ONE SIZE | Vegetable Tanned Note, Coin & 8 Card Envelope Purse Chestnut : V-63",Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vegetable-tanned-note-coin-8-card-envelope-purse-chestnut-v-63-p3858,,0003858900,05/02/2024 12:44:45,chestnut,v-63,,v-63-chestnut-,0003858900,,
5060821283087,Active,Ashwood BUFF CRUMBLE wallet BLACK : G-41,WALLET,ASHWOOD,,,,,29/07/2021 12:46:03,black,g-41,,g-41-black-,0003934700,G-41 BLACK,Yes
5060999706784,Active,G-41 | BLACK | Size:ONE SIZE,G-41 | BLACK | Size:ONE SIZE | Women's Vintage Wash Leather Wallet Purse Black : G-41,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/accessories-c24/purses-c104/womens-vintage-wash-leather-wallet-purse-black-g-41-p4071,,0003934700,16/05/2023 14:04:51,black,g-41,,g-41-black-,0003934700,,
5060821283094,Active,Ashwood BUFF CRUMBLE wallet BRANDY : G-41,,ASHWOOD,,,,,29/07/2021 12:46:35,brandy,g-41,,g-41-brandy-,0003934900,G-41 BRANDY,Yes
5060999706791,Active,G-41 | BRANDY | Size:ONE SIZE,G-41 | BRANDY | Size:ONE SIZE | Women's Vintage Wash Leather Wallet Purse Brandy : G-41,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/accessories-c24/purses-c104/womens-vintage-wash-leather-wallet-purse-brandy-g-41-p4072,,0003934900,16/05/2023 14:06:44,brandy,g-41,,g-41-brandy-,0003934900,,
5060821283117,Active,Ashwood BUFF CRUMBLE wallet BLACK : G-42,,ASHWOOD,,,,,29/07/2021 12:47:38,black,g-42,,g-42-black-,0003935000,G-42 BLACK,Yes
5060999706814,Active,G-42 | BLACK | Size:ONE SIZE,G-42 | BLACK | Size:ONE SIZE | Women's Vintage Wash 12 Card Leather  Purse Black : G-42,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/accessories-c24/purses-c104/womens-vintage-wash-12-card-leather-purse-black-g-42-p4074,,0003935000,16/05/2023 14:09:48,black,g-42,,g-42-black-,0003935000,,
5060821283124,Active,Ashwood BUFF CRUMBLE wallet BRANDY : G-42,,ASHWOOD,,,,,29/07/2021 12:48:01,brandy,g-42,,g-42-brandy-,0003935200,G-42 BRANDY,Yes
5060999706821,Active,G-42 | BRANDY | Size:ONE SIZE,G-42 | BRANDY | Size:ONE SIZE | Women's Vintage Wash 12 Card Leather  Purse Brandy : G-42,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/accessories-c24/purses-c104/womens-vintage-wash-12-card-leather-purse-brandy-g-42-p4075,,0003935200,16/05/2023 14:11:43,brandy,g-42,,g-42-brandy-,0003935200,,
5060821283148,Active,Ashwood BUFF CRUMBLE wallet BLACK : G-43,,ASHWOOD,,,,,29/07/2021 12:49:07,black,g-43,,g-43-black-,0003935300,G-43 BLACK,Yes
5060999706845,Active,G-43 | BLACK | Size:ONE SIZE,G-43 | BLACK | Size:ONE SIZE | Women's Vintage Wash Large 12 Card Leather  Purse Black : G-43,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/accessories-c24/purses-c104/womens-vintage-wash-large-12-card-leather-purse-black-g-43-p4077,,0003935300,16/05/2023 14:17:01,black,g-43,,g-43-black-,0003935300,,
5060821283155,Active,Ashwood BUFF CRUMBLE wallet BRANDY : G-43,,ASHWOOD,,,,,29/07/2021 12:49:26,brandy,g-43,,g-43-brandy-,0003935500,G-43 BRANDY,Yes
5060999706852,Active,G-43 | BRANDY | Size:ONE SIZE,G-43 | BRANDY | Size:ONE SIZE | Women's Vintage Wash Large 12 Card Leather  Purse Brandy : G-43,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/accessories-c24/purses-c104/womens-vintage-wash-large-12-card-leather-purse-brandy-g-43-p4078,,0003935500,16/05/2023 14:19:47,brandy,g-43,,g-43-brandy-,0003935500,,
5060474529242,Active,JAYDEN VINTAGE BROWN ANTICO,COW LEATHER HOLDOLL,ASHWOOD,,,,,17/07/2020 11:37:16,brown,jayden,,jayden-brown-,0004026700,,
5060821283834,Active,JAYDEN | BROWN | Size:ONE SIZE,JAYDEN | BROWN | Size:ONE SIZE | Large Vintage Leather Travel Holdall Brown: Jayden,Ashwood,,https://www.leathercompany.co.uk/luggage-c7/holdall-c15/large-vintage-leather-travel-holdall-brown-jayden-p4212,,0004026700,21/09/2021 11:53:49,brown,jayden,,jayden-brown-,0004026700,,
5060474529310,Active,JAYDEN VINTAGE TAN ANTICO,COW LEATHER HOLDOLL,ASHWOOD,,,,,17/07/2020 11:40:10,tan,jayden,,jayden-tan-,0004026800,,
5060821283902,Active,JAYDEN | TAN | Size:ONE SIZE,JAYDEN | TAN | Size:ONE SIZE | Large Vintage Leather Travel Holdall Tan: Jayden,Ashwood,,https://www.leathercompany.co.uk/luggage-c7/holdall-c15/large-vintage-leather-travel-holdall-tan-jayden-p4213,,0004026800,21/09/2021 11:57:25,tan,jayden,,jayden-tan-,0004026800,,
5060474529211,Active,MIRO VINTAGE BROWN ANTICO,COW LEATHER BODY BAG,ASHWOOD,,,,,17/07/2020 11:35:42,brown,miro,,miro-brown-,0004026900,,
5060821283803,Active,MIRO | BROWN | Size:ONE SIZE,MIRO | BROWN | Size:ONE SIZE | Small Vintage Leather Messenger Bag Brown: Miro,Ashwood,,https://www.leathercompany.co.uk/mens-c4/man-bags-briefcases-c12/flight-bags-c118/small-vintage-leather-messenger-bag-brown-miro-p4218,,0004026900,21/09/2021 11:50:07,brown,miro,,miro-brown-,0004026900,,
5060474529280,Active,MIRO VINTAGE TAN ANTICO,COW LEATHER BODY BAG,ASHWOOD,,,,,17/07/2020 11:38:54,tan,miro,,miro-tan-,0004027000,,
5060821283872,Active,MIRO | TAN | Size:ONE SIZE,MIRO | TAN | Size:ONE SIZE | Small Vintage Leather Messenger Bag Tan: Miro,Ashwood,,https://www.leathercompany.co.uk/mens-c4/man-bags-briefcases-c12/flight-bags-c118/small-vintage-leather-messenger-bag-tan-miro-p4219,,0004027000,21/09/2021 11:56:28,tan,miro,,miro-tan-,0004027000,,
5060474529228,Active,MONTI VINTAGE BROWN ANTICO,COW LEATHER BODY BAG,ASHWOOD,,,,,17/07/2020 11:36:16,brown,monti,,monti-brown-,0004027100,,
5060821283810,Active,MONTI | BROWN | Size:ONE SIZE,MONTI | BROWN | Size:ONE SIZE | Tablet Friendly Medium Vintage Leather Messenger Bag Brown: Monti,Ashwood,,https://www.leathercompany.co.uk/mens-c4/man-bags-briefcases-c12/flight-bags-c118/tablet-friendly-medium-vintage-leather-messenger-bag-brown-monti-p4220,,0004027100,21/09/2021 11:51:27,brown,monti,,monti-brown-,0004027100,,
5060474529297,Active,MONTI VINTAGE TAN ANTICO,COW LEATHER BODY BAG,ASHWOOD,,,,,17/07/2020 11:39:20,tan,monti,,monti-tan-,0004027200,,
5060821283889,Active,MONTI | TAN | Size:ONE SIZE,MONTI | TAN | Size:ONE SIZE | Tablet Friendly Medium Vintage Leather Messenger Bag Tan: Monti,Ashwood,,https://www.leathercompany.co.uk/mens-c4/man-bags-briefcases-c12/flight-bags-c118/tablet-friendly-medium-vintage-leather-messenger-bag-tan-monti-p4221,,0004027200,21/09/2021 11:56:48,tan,monti,,monti-tan-,0004027200,,
5060474529273,Active,PATTY VINTAGE BROWN ANTICO,COW LEATHER BODY BAG,ASHWOOD,,,,,17/07/2020 11:38:32,brown,patty,,patty-brown-,0004029000,,
5060821283865,Active,PATTY | BROWN | Size:ONE SIZE,PATTY | BROWN | Size:ONE SIZE | Tablet Friendly Small Vintage Leather Body Bag Brown: Patty,Ashwood,,https://www.leathercompany.co.uk/mens-c4/man-bags-briefcases-c12/flight-bags-c118/tablet-friendly-small-vintage-leather-body-bag-brown-patty-p4224,,0004029000,21/09/2021 11:54:52,brown,patty,,patty-brown-,0004029000,,
5060474529341,Active,PATTY VINTAGE TAN ANTICO,COW LEATHER BODY BAG,ASHWOOD,,,,,17/07/2020 11:41:31,tan,patty,,patty-tan-,0004029100,,
5060821283933,Active,PATTY | TAN | Size:ONE SIZE,PATTY | TAN | Size:ONE SIZE | Tablet Friendly Small Vintage Leather Body Bag Tan: Patty,Ashwood,,https://www.leathercompany.co.uk/mens-c4/man-bags-briefcases-c12/flight-bags-c118/tablet-friendly-small-vintage-leather-body-bag-tan-patty-p4225,,0004029100,21/09/2021 11:58:18,tan,patty,,patty-tan-,0004029100,,
5060474529266,Active,PADDY VINTAGE BROWN ANTICO,COW LEATHER BODY BAG,ASHWOOD,,,,,17/07/2020 11:38:08,brown,paddy,,paddy-brown-,0004029200,,
5060821283858,Active,PADDY | BROWN | Size:ONE SIZE,PADDY | BROWN | Size:ONE SIZE | Tablet Friendly Medium Vintage Leather Body Bag Brown: Paddy,Ashwood,,https://www.leathercompany.co.uk/mens-c4/man-bags-briefcases-c12/flight-bags-c118/tablet-friendly-medium-vintage-leather-body-bag-brown-paddy-p4222,,0004029200,21/09/2021 11:54:33,brown,paddy,,paddy-brown-,0004029200,,
5060474529334,Active,PADDY VINTAGE TAN ANTICO,COW LEATHER BODY BAG,ASHWOOD,,,,,17/07/2020 11:41:00,tan,paddy,,paddy-tan-,0004029300,,
5060821283926,Active,PADDY | TAN | Size:ONE SIZE,PADDY | TAN | Size:ONE SIZE | Tablet Friendly Medium Vintage Leather Body Bag Tan: Paddy,Ashwood,,https://www.leathercompany.co.uk/mens-c4/man-bags-briefcases-c12/flight-bags-c118/tablet-friendly-medium-vintage-leather-body-bag-tan-paddy-p4223,,0004029300,21/09/2021 11:58:01,tan,paddy,,paddy-tan-,0004029300,,
5060474529259,Active,RYAN VINTAGE BROWN ANTICO,COW LEATHER RUCKSACK,ASHWOOD,,,,,17/07/2020 11:37:43,brown,ryan,,ryan-brown-,0004029400,,
5060999706203,Active,RYAN VINTAGE BROWN,RYAN VINTAGE BROWN,ASHWOOD,,,,,04/05/2023 14:23:59,brown,ryan,,ryan-brown-,0004029400,,
5060821283841,Active,RYAN | BROWN | Size:ONE SIZE,RYAN | BROWN | Size:ONE SIZE | Vintage Leather Backpack Brown: Ryan,Ashwood,,https://www.leathercompany.co.uk/mens-c4/man-bags-briefcases-c12/backpacks-c116/vintage-leather-backpack-brown-ryan-p4226,,0004029400,21/09/2021 11:54:10,brown,ryan,,ryan-brown-,0004029400,,
5060474529358,Active,"D-70, COGNAC COW MAGGIE",D-70 COGNAC COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:06:51,cognac,d-70,,d-70-cognac-,0004029600,D-70 COGNAC,Yes
5061042995285,Active,D-70 | COGNAC | Size:ONE SIZE,D-70 | COGNAC | Size:ONE SIZE | ,Ashwood,,,,0004029600,01/02/2024 12:54:12,cognac,d-70,,d-70-cognac-,0004029600,,
5060474529365,Active,"D-70, TAUPE COW MAGGIE",D-70 TAUPE COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:07:22,taupe,d-70,,d-70-taupe-,0004029800,D-70 TAUPE,Yes
5061042995353,Active,D-70 | TAUPE | Size:ONE SIZE,D-70 | TAUPE | Size:ONE SIZE | Vintage Woven Classic Leather Crossbody Bag Taupe :  D-70,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vintage-woven-classic-leather-crossbody-bag-taupe-d-70-p4239,,0004029800,01/02/2024 13:04:20,taupe,d-70,,d-70-taupe-,0004029800,,
5060474529372,Active,"D-70, NAVY COW MAGGIE",D-70 NAVY COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:07:43,navy,d-70,,d-70-navy-,0004029900,D-70 NAVY,Yes
5061042995322,Active,D-70 | NAVY | Size:ONE SIZE,D-70 | NAVY | Size:ONE SIZE | Vintage Woven Classic Leather Crossbody Bag Navy :  D-70,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vintage-woven-classic-leather-crossbody-bag-navy-d-70-p4236,,0004029900,01/02/2024 12:59:53,navy,d-70,,d-70-navy-,0004029900,,
5060474529389,Active,"D-70, RED COW MAGGIE",D-70 RED COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:15:05,red,d-70,,d-70-red-,0004030000,D-70 RED,Yes
5061042995346,Active,D-70 | RED | Size:ONE SIZE,D-70 | RED | Size:ONE SIZE | Vintage Woven Classic Leather Crossbody Bag Red :  D-70,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vintage-woven-classic-leather-crossbody-bag-red-d-70-p4238,,0004030000,01/02/2024 13:02:15,red,d-70,,d-70-red-,0004030000,,
5060474529396,Active,"D-70, YELLOW COW MAGGIE",D-70 YELLOW COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:15:30,yellow,d-70,,d-70-yellow-,0004030100,D-70 YELLOW,Yes
5061042995360,Active,D-70 | YELLOW | Size:ONE SIZE,D-70 | YELLOW | Size:ONE SIZE | Vintage Woven Classic Leather Crossbody Bag Yellow:  D-70,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vintage-woven-classic-leather-crossbody-bag-yellow-d-70-p4240,,0004030100,01/02/2024 13:05:22,yellow,d-70,,d-70-yellow-,0004030100,,
5060474529402,Active,"D-70, ORANGE COW MAGGIE",D-70 ORANGE COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:16:13,orange,d-70,,d-70-orange-,0004030200,D-70 ORANGE,Yes
5061042995339,Active,D-70 | ORANGE | Size:ONE SIZE,D-70 | ORANGE | Size:ONE SIZE | Vintage Woven Classic Leather Crossbody Bag Orange:  D-70,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vintage-woven-classic-leather-crossbody-bag-orange-d-70-p4237,,0004030200,01/02/2024 13:01:12,orange,d-70,,d-70-orange-,0004030200,,
5060474529419,Active,"D-70, GREEN COW MAGGIE",D-70 GREEN COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:16:33,green,d-70,,d-70-green-,0004030300,D-70 GREEN,Yes
5061042995315,Active,D-70 | GREEN | Size:ONE SIZE,D-70 | GREEN | Size:ONE SIZE | Vintage Woven Classic Leather Crossbody Bag Green :  D-70,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vintage-woven-classic-leather-crossbody-bag-green-d-70-p4235,,0004030300,01/02/2024 12:58:36,green,d-70,,d-70-green-,0004030300,,
5060474529440,Active,"D-71, COGNAC COW MAGGIE",D-71 COGNAC COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:18:06,cognac,d-71,,d-71-cognac-,0004030600,D-71 COGNAC,Yes
5061042995438,Active,D-71 | COGNAC | Size:ONE SIZE,D-71 | COGNAC | Size:ONE SIZE | 3 Section Vintage Woven Leather Shoulder Bag Cognac :  D-71,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/3-section-vintage-woven-leather-shoulder-bag-cognac-d-71-p4241,,0004030600,01/02/2024 16:43:02,cognac,d-71,,d-71-cognac-,0004030600,,
5060474529464,Active,"D-71, NAVY COW MAGGIE",D-71 NAVY COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:18:51,navy,d-71,,d-71-navy-,0004030800,D-71 NAVY,Yes
5061042995469,Active,D-71 | NAVY | Size:ONE SIZE,D-71 | NAVY | Size:ONE SIZE | 3 Section Vintage Woven Leather Shoulder Bag Navy :  D-71,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/3-section-vintage-woven-leather-shoulder-bag-navy-d-71-p4244,,0004030800,01/02/2024 16:56:30,navy,d-71,,d-71-navy-,0004030800,,
5060474529471,Active,"D-71, RED COW MAGGIE",D-71 RED COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:19:12,red,d-71,,d-71-red-,0004030900,D-71 RED,Yes
5061042995476,Active,D-71 | RED | Size:ONE SIZE,D-71 | RED | Size:ONE SIZE | 3 Section Vintage Woven Leather Shoulder Bag Red :  D-71,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/3-section-vintage-woven-leather-shoulder-bag-red-d-71-p4245,,0004030900,01/02/2024 16:57:51,red,d-71,,d-71-red-,0004030900,,
5060821280284,Active,"D-72, COGNAC COW MAGGIE",D-72 COGNAC COW MAGGIE BAG,ASHWOOD,,,,,19/08/2020 14:22:03,cognac,d-72,,d-72-cognac-,0004031200,D-72 COGNAC,Yes
5061042995575,Active,D-72 | COGNAC | Size:ONE SIZE,D-72 | COGNAC | Size:ONE SIZE | Woven Classic Large Leather Vintage Crossbody Bag Cognac :  D-72,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/woven-classic-large-leather-vintage-crossbody-bag-cognac-d-72-p4247,,0004031200,02/02/2024 10:41:25,cognac,d-72,,d-72-cognac-,0004031200,,
5060821280291,Active,"D-72, TAUPE COW MAGGIE",D-72 TAUPE COW MAGGIE BAG,ASHWOOD,,,,,19/08/2020 14:22:40,taupe,d-72,,d-72-taupe-,0004031300,D-72 RED,Yes
5061042995629,Active,D-72 | TAUPE | Size:ONE SIZE,D-72 | TAUPE | Size:ONE SIZE | Woven Classic Large Leather Vintage Crossbody Bag Taupe :  D-72,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/woven-classic-large-leather-vintage-crossbody-bag-taupe-d-72-p4252,,0004031300,02/02/2024 10:48:39,taupe,d-72,,d-72-taupe-,0004031300,,
5060821280307,Active,"D-72, NAVY COW MAGGIE",D-72 NAVY COW MAGGIE BAG,ASHWOOD,,,,,19/08/2020 14:22:59,navy,d-72,,d-72-navy-,0004031400,D-72 NAVY,Yes
5061042995605,Active,D-72 | NAVY | Size:ONE SIZE,D-72 | NAVY | Size:ONE SIZE | Woven Classic Large Leather Vintage Crossbody Bag  Navy :  D-72,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/woven-classic-large-leather-vintage-crossbody-bag-navy-d-72-p4250,,0004031400,02/02/2024 10:46:31,navy,d-72,,d-72-navy-,0004031400,,
5060821280314,Active,"D-72, RED COW MAGGIE","D-72, RED COW MAGGIE BAG",ASHWOOD,,,,,19/08/2020 14:23:27,red,d-72,,d-72-red-,0004031500,D-72 TAUPE,Yes
5061042995612,Active,D-72 | RED | Size:ONE SIZE,D-72 | RED | Size:ONE SIZE | Woven Classic Large Leather Vintage Crossbody Bag Red :  D-72,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/woven-classic-large-leather-vintage-crossbody-bag-red-d-72-p4251,,0004031500,02/02/2024 10:47:22,red,d-72,,d-72-red-,0004031500,,
5060474529501,Active,"D-73, COGNAC COW MAGGIE",D-73 COGNAC COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:21:43,cognac,d-73,,d-73-cognac-,0004031800,D-73 COGNAC,Yes
5061042999931,Active,D-73 | COGNAC | Size:ONE SIZE,D-73 | COGNAC | Size:ONE SIZE | Vintage Woven Leather Shoulder Bag Cognac :  D-73,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/vintage-woven-leather-shoulder-bag-cognac-d-73-p6282,,0004031800,02/02/2024 12:53:32,cognac,d-73,,d-73-cognac-,0004031800,,
5060474529518,Active,"D-73, TAUPE COW MAGGIE",D-73 TAUPE COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:22:12,taupe,d-73,,d-73-taupe-,0004031900,D-73 TAUPE,Yes
5061042999986,Active,D-73 | TAUPE | Size:ONE SIZE,D-73 | TAUPE | Size:ONE SIZE | ,Ashwood,,,,0004031900,02/02/2024 12:59:29,taupe,d-73,,d-73-taupe-,0004031900,,
5060474529525,Active,"D-73, NAVY COW MAGGIE",D-73 NAVY COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:23:21,navy,d-73,,d-73-navy-,0004032000,D-73 NAVY,Yes
5061042999962,Active,D-73 | NAVY | Size:ONE SIZE,D-73 | NAVY | Size:ONE SIZE | Vintage Woven Leather Shoulder Bag Navy :  D-73,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vintage-woven-leather-shoulder-bag-navy-d-73-p4255,,0004032000,02/02/2024 12:57:19,navy,d-73,,d-73-navy-,0004032000,,
5060474529532,Active,"D-73, RED COW MAGGIE",D-73 RED COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:23:41,red,d-73,,d-73-red-,0004032100,D-73 RED,Yes
5061042999979,Active,D-73 | RED | Size:ONE SIZE,D-73 | RED | Size:ONE SIZE | Vintage Woven Leather Shoulder Bag Red :  D-73,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vintage-woven-leather-shoulder-bag-red-d-73-p4256,,0004032100,02/02/2024 12:58:30,red,d-73,,d-73-red-,0004032100,,
5060474529563,Active,"D-74, COGNAC COW MAGGIE",D-74 COGNAC COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:25:08,cognac,d-74,,d-74-cognac-,0004032400,,
5061042995728,Active,D-74 | COGNAC | Size:ONE SIZE,D-74 | COGNAC | Size:ONE SIZE | ,Ashwood,,,,0004032400,02/02/2024 13:40:26,cognac,d-74,,d-74-cognac-,0004032400,,
5060474529587,Active,"D-74, NAVY COW MAGGIE",D-74 NAVY COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:25:50,navy,d-74,,d-74-navy-,0004032600,,
5061042995759,Active,D-74 | NAVY | Size:ONE SIZE,D-74 | NAVY | Size:ONE SIZE | Leather Vintage Wash Backpack Navy : D-74,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/backpacks-c89/leather-vintage-wash-backpack-navy-d-74-p4260,,0004032600,02/02/2024 13:43:30,navy,d-74,,d-74-navy-,0004032600,,
